"Id","SN","Type","TypeName","LangId","PicFile","PngFile","Comment","PngExists"
"17","1","1","char","0","tsw00017_01.pic","SRC-TSW00017-SN01__char.png","","True"
"18","0","1","char","0","tsw00018_00.pic","SRC-TSW00018-SN00__char__543-d.png","543-d","True"
"18","1","1","char","0","tsw00018_01.pic","SRC-TSW00018-SN01__char.png","","True"
"18","2","1","char","0","tsw00018_02.pic","SRC-TSW00018-SN02__char.png","","True"
"18","3","1","char","0","tsw00018_03.pic","SRC-TSW00018-SN03__char.png","","True"
"19","0","1","char","0","tsw00019_00.pic","SRC-TSW00019-SN00__char__115-2.png","115-2","True"
"19","1","1","char","0","tsw00019_01.pic","SRC-TSW00019-SN01__char.png","","True"
"19","2","1","char","0","tsw00019_02.pic","SRC-TSW00019-SN02__char.png","","True"
"19","3","1","char","0","tsw00019_03.pic","SRC-TSW00019-SN03__char.png","","True"
"19","4","1","char","0","tsw00019_04.pic","SRC-TSW00019-SN04__char.png","","True"
"19","5","1","char","0","tsw00019_05.pic","SRC-TSW00019-SN05__char.png","","True"
"19","6","1","char","0","tsw00019_06.pic","SRC-TSW00019-SN06__char.png","","True"
"19","7","1","char","0","tsw00019_07.pic","SRC-TSW00019-SN07__char.png","","True"
"20","0","1","char","0","tsw00020_00.pic","SRC-TSW00020-SN00__char__115-3.png","115-3","True"
"20","1","1","char","0","tsw00020_01.pic","SRC-TSW00020-SN01__char.png","","True"
"20","2","1","char","0","tsw00020_02.pic","SRC-TSW00020-SN02__char.png","","True"
"20","3","1","char","0","tsw00020_03.pic","SRC-TSW00020-SN03__char.png","","True"
"20","4","1","char","0","tsw00020_04.pic","SRC-TSW00020-SN04__char.png","","True"
"20","5","1","char","0","tsw00020_05.pic","SRC-TSW00020-SN05__char.png","","True"
"20","6","1","char","0","tsw00020_06.pic","SRC-TSW00020-SN06__char.png","","True"
"21","0","1","char","0","tsw00021_00.pic","SRC-TSW00021-SN00__char__410-1.png","410-1","True"
"21","1","1","char","0","tsw00021_01.pic","SRC-TSW00021-SN01__char.png","","True"
"21","2","1","char","0","tsw00021_02.pic","SRC-TSW00021-SN02__char.png","","True"
"21","3","1","char","0","tsw00021_03.pic","SRC-TSW00021-SN03__char.png","","True"
"22","0","1","char","0","tsw00022_00.pic","SRC-TSW00022-SN00__char__116-1.png","116-1","True"
"22","1","1","char","0","tsw00022_01.pic","SRC-TSW00022-SN01__char.png","","True"
"22","2","1","char","0","tsw00022_02.pic","SRC-TSW00022-SN02__char.png","","True"
"22","3","1","char","0","tsw00022_03.pic","SRC-TSW00022-SN03__char.png","","True"
"22","4","1","char","0","tsw00022_04.pic","SRC-TSW00022-SN04__char.png","","True"
"23","0","1","char","0","tsw00023_00.pic","SRC-TSW00023-SN00__char__flare.png","flare","True"
"23","1","1","char","0","tsw00023_01.pic","SRC-TSW00023-SN01__char.png","","True"
"23","2","1","char","0","tsw00023_02.pic","SRC-TSW00023-SN02__char.png","","True"
"23","3","1","char","0","tsw00023_03.pic","SRC-TSW00023-SN03__char.png","","True"
"23","4","1","char","0","tsw00023_04.pic","SRC-TSW00023-SN04__char.png","","True"
"23","5","1","char","0","tsw00023_05.pic","SRC-TSW00023-SN05__char.png","","True"
"23","6","1","char","0","tsw00023_06.pic","SRC-TSW00023-SN06__char.png","","True"
"23","7","1","char","0","tsw00023_07.pic","SRC-TSW00023-SN07__char.png","","True"
"23","8","1","char","0","tsw00023_08.pic","SRC-TSW00023-SN08__char.png","","True"
"23","9","1","char","0","tsw00023_09.pic","SRC-TSW00023-SN09__char.png","","True"
"23","10","1","char","0","tsw00023_10.pic","SRC-TSW00023-SN10__char.png","","True"
"23","11","1","char","0","tsw00023_11.pic","SRC-TSW00023-SN11__char.png","","True"
"23","12","1","char","0","tsw00023_12.pic","SRC-TSW00023-SN12__char.png","","True"
"23","13","1","char","0","tsw00023_13.pic","SRC-TSW00023-SN13__char.png","","True"
"23","14","1","char","0","tsw00023_14.pic","SRC-TSW00023-SN14__char.png","","True"
"24","0","1","char","0","tsw00024_00.pic","SRC-TSW00024-SN00__char__dialog_1.png","dialog_1","True"
"24","1","1","char","0","tsw00024_01.pic","SRC-TSW00024-SN01__char.png","","True"
"24","2","1","char","0","tsw00024_02.pic","SRC-TSW00024-SN02__char.png","","True"
"24","3","1","char","0","tsw00024_03.pic","SRC-TSW00024-SN03__char.png","","True"
"24","4","1","char","0","tsw00024_04.pic","SRC-TSW00024-SN04__char.png","","True"
"24","5","1","char","0","tsw00024_05.pic","SRC-TSW00024-SN05__char.png","","True"
"24","6","1","char","0","tsw00024_06.pic","SRC-TSW00024-SN06__char.png","","True"
"24","7","1","char","0","tsw00024_07.pic","SRC-TSW00024-SN07__char.png","","True"
"24","8","1","char","0","tsw00024_08.pic","SRC-TSW00024-SN08__char.png","","True"
"25","0","1","char","0","tsw00025_00.pic","SRC-TSW00025-SN00__char__543-u.png","543-u","True"
"25","1","1","char","0","tsw00025_01.pic","SRC-TSW00025-SN01__char.png","","True"
"25","2","1","char","0","tsw00025_02.pic","SRC-TSW00025-SN02__char.png","","True"
"25","3","1","char","0","tsw00025_03.pic","SRC-TSW00025-SN03__char.png","","True"
"26","0","1","char","0","tsw00026_00.pic","SRC-TSW00026-SN00__char__623-up.png","623-up","True"
"26","1","1","char","0","tsw00026_01.pic","SRC-TSW00026-SN01__char.png","","True"
"26","2","1","char","0","tsw00026_02.pic","SRC-TSW00026-SN02__char.png","","True"
"26","3","1","char","0","tsw00026_03.pic","SRC-TSW00026-SN03__char.png","","True"
"27","0","1","char","0","tsw00027_00.pic","SRC-TSW00027-SN00__char__boys.png","boys","True"
"27","1","1","char","0","tsw00027_01.pic","SRC-TSW00027-SN01__char.png","","True"
"27","2","1","char","0","tsw00027_02.pic","SRC-TSW00027-SN02__char.png","","True"
"27","3","1","char","0","tsw00027_03.pic","SRC-TSW00027-SN03__char.png","","True"
"28","0","1","char","0","tsw00028_00.pic","SRC-TSW00028-SN00__char__girls.png","girls","True"
"28","1","1","char","0","tsw00028_01.pic","SRC-TSW00028-SN01__char.png","","True"
"28","2","1","char","0","tsw00028_02.pic","SRC-TSW00028-SN02__char.png","","True"
"28","3","1","char","0","tsw00028_03.pic","SRC-TSW00028-SN03__char.png","","True"
"29","0","1","char","0","tsw00029_00.pic","SRC-TSW00029-SN00__char__star_1.png","star_1","True"
"30","0","1","char","0","tsw00030_00.pic","SRC-TSW00030-SN00__char.png","","True"
"30","1","1","char","0","tsw00030_01.pic","SRC-TSW00030-SN01__char.png","","True"
"30","2","1","char","0","tsw00030_02.pic","SRC-TSW00030-SN02__char.png","","True"
"30","3","1","char","0","tsw00030_03.pic","SRC-TSW00030-SN03__char.png","","True"
"30","4","1","char","0","tsw00030_04.pic","SRC-TSW00030-SN04__char.png","","True"
"30","5","1","char","0","tsw00030_05.pic","SRC-TSW00030-SN05__char.png","","True"
"30","6","1","char","0","tsw00030_06.pic","SRC-TSW00030-SN06__char.png","","True"
"30","7","1","char","0","tsw00030_07.pic","SRC-TSW00030-SN07__char.png","","True"
"30","8","1","char","0","tsw00030_08.pic","SRC-TSW00030-SN08__char.png","","True"
"30","9","1","char","0","tsw00030_09.pic","SRC-TSW00030-SN09__char.png","","True"
"30","10","1","char","0","tsw00030_10.pic","SRC-TSW00030-SN10__char.png","","True"
"30","11","1","char","0","tsw00030_11.pic","SRC-TSW00030-SN11__char.png","","True"
"31","0","1","char","0","tsw00031_00.pic","SRC-TSW00031-SN00__char__005--walk.png","005--walk","True"
"31","1","1","char","0","tsw00031_01.pic","SRC-TSW00031-SN01__char.png","","True"
"31","2","1","char","0","tsw00031_02.pic","SRC-TSW00031-SN02__char.png","","True"
"31","3","1","char","0","tsw00031_03.pic","SRC-TSW00031-SN03__char.png","","True"
"32","0","1","char","0","tsw00032_00.pic","SRC-TSW00032-SN00__char__547c.png","547c","True"
"32","1","1","char","0","tsw00032_01.pic","SRC-TSW00032-SN01__char.png","","True"
"32","2","1","char","0","tsw00032_02.pic","SRC-TSW00032-SN02__char.png","","True"
"32","3","1","char","0","tsw00032_03.pic","SRC-TSW00032-SN03__char.png","","True"
"33","0","1","char","0","tsw00033_00.pic","SRC-TSW00033-SN00__char__flash.png","flash","True"
"33","1","1","char","0","tsw00033_01.pic","SRC-TSW00033-SN01__char.png","","True"
"33","2","1","char","0","tsw00033_02.pic","SRC-TSW00033-SN02__char.png","","True"
"33","3","1","char","0","tsw00033_03.pic","SRC-TSW00033-SN03__char.png","","True"
"33","4","1","char","0","tsw00033_04.pic","SRC-TSW00033-SN04__char.png","","True"
"33","5","1","char","0","tsw00033_05.pic","SRC-TSW00033-SN05__char.png","","True"
"34","0","1","char","0","tsw00034_00.pic","SRC-TSW00034-SN00__char__light_glow_1.png","light_glow_1","True"
"34","1","1","char","0","tsw00034_01.pic","SRC-TSW00034-SN01__char.png","","True"
"35","0","1","char","0","tsw00035_00.pic","SRC-TSW00035-SN00__char__flash2.png","flash2","True"
"35","1","1","char","0","tsw00035_01.pic","SRC-TSW00035-SN01__char.png","","True"
"35","2","1","char","0","tsw00035_02.pic","SRC-TSW00035-SN02__char.png","","True"
"35","3","1","char","0","tsw00035_03.pic","SRC-TSW00035-SN03__char.png","","True"
"35","4","1","char","0","tsw00035_04.pic","SRC-TSW00035-SN04__char.png","","True"
"35","5","1","char","0","tsw00035_05.pic","SRC-TSW00035-SN05__char.png","","True"
"36","0","1","char","0","tsw00036_00.pic","SRC-TSW00036-SN00__char__flash3.png","flash3","True"
"36","1","1","char","0","tsw00036_01.pic","SRC-TSW00036-SN01__char.png","","True"
"36","2","1","char","0","tsw00036_02.pic","SRC-TSW00036-SN02__char.png","","True"
"36","3","1","char","0","tsw00036_03.pic","SRC-TSW00036-SN03__char.png","","True"
"36","4","1","char","0","tsw00036_04.pic","SRC-TSW00036-SN04__char.png","","True"
"36","5","1","char","0","tsw00036_05.pic","SRC-TSW00036-SN05__char.png","","True"
"37","0","1","char","0","tsw00037_00.pic","SRC-TSW00037-SN00__char__flash4.png","flash4","True"
"37","1","1","char","0","tsw00037_01.pic","SRC-TSW00037-SN01__char.png","","True"
"37","2","1","char","0","tsw00037_02.pic","SRC-TSW00037-SN02__char.png","","True"
"37","3","1","char","0","tsw00037_03.pic","SRC-TSW00037-SN03__char.png","","True"
"37","4","1","char","0","tsw00037_04.pic","SRC-TSW00037-SN04__char.png","","True"
"37","5","1","char","0","tsw00037_05.pic","SRC-TSW00037-SN05__char.png","","True"
"38","0","1","char","0","tsw00038_00.pic","SRC-TSW00038-SN00__char__540-l.png","540-l","True"
"38","1","1","char","0","tsw00038_01.pic","SRC-TSW00038-SN01__char.png","","True"
"38","2","1","char","0","tsw00038_02.pic","SRC-TSW00038-SN02__char.png","","True"
"38","3","1","char","0","tsw00038_03.pic","SRC-TSW00038-SN03__char.png","","True"
"39","0","1","char","0","tsw00039_00.pic","SRC-TSW00039-SN00__char__540-r.png","540-r","True"
"39","1","1","char","0","tsw00039_01.pic","SRC-TSW00039-SN01__char.png","","True"
"39","2","1","char","0","tsw00039_02.pic","SRC-TSW00039-SN02__char.png","","True"
"39","3","1","char","0","tsw00039_03.pic","SRC-TSW00039-SN03__char.png","","True"
"40","0","1","char","0","tsw00040_00.pic","SRC-TSW00040-SN00__char__540-d.png","540-d","True"
"40","1","1","char","0","tsw00040_01.pic","SRC-TSW00040-SN01__char.png","","True"
"40","2","1","char","0","tsw00040_02.pic","SRC-TSW00040-SN02__char.png","","True"
"40","3","1","char","0","tsw00040_03.pic","SRC-TSW00040-SN03__char.png","","True"
"41","0","1","char","0","tsw00041_00.pic","SRC-TSW00041-SN00__char__410b.png","410b","True"
"41","1","1","char","0","tsw00041_01.pic","SRC-TSW00041-SN01__char.png","","True"
"41","2","1","char","0","tsw00041_02.pic","SRC-TSW00041-SN02__char.png","","True"
"41","3","1","char","0","tsw00041_03.pic","SRC-TSW00041-SN03__char.png","","True"
"42","0","1","char","0","tsw00042_00.pic","SRC-TSW00042-SN00__char__409c.png","409c","True"
"42","1","1","char","0","tsw00042_01.pic","SRC-TSW00042-SN01__char.png","","True"
"42","2","1","char","0","tsw00042_02.pic","SRC-TSW00042-SN02__char.png","","True"
"42","3","1","char","0","tsw00042_03.pic","SRC-TSW00042-SN03__char.png","","True"
"42","4","1","char","0","tsw00042_04.pic","SRC-TSW00042-SN04__char.png","","True"
"43","0","1","char","0","tsw00043_00.pic","SRC-TSW00043-SN00__char__623-down.png","623-down","True"
"43","1","1","char","0","tsw00043_01.pic","SRC-TSW00043-SN01__char.png","","True"
"43","2","1","char","0","tsw00043_02.pic","SRC-TSW00043-SN02__char.png","","True"
"43","3","1","char","0","tsw00043_03.pic","SRC-TSW00043-SN03__char.png","","True"
"44","0","1","char","0","tsw00044_00.pic","SRC-TSW00044-SN00__char__410c.png","410c","True"
"44","1","1","char","0","tsw00044_01.pic","SRC-TSW00044-SN01__char.png","","True"
"44","2","1","char","0","tsw00044_02.pic","SRC-TSW00044-SN02__char.png","","True"
"44","3","1","char","0","tsw00044_03.pic","SRC-TSW00044-SN03__char.png","","True"
"44","4","1","char","0","tsw00044_04.pic","SRC-TSW00044-SN04__char.png","","True"
"45","0","1","char","0","tsw00045_00.pic","SRC-TSW00045-SN00__char__410a.png","410a","True"
"45","1","1","char","0","tsw00045_01.pic","SRC-TSW00045-SN01__char.png","","True"
"45","2","1","char","0","tsw00045_02.pic","SRC-TSW00045-SN02__char.png","","True"
"45","3","1","char","0","tsw00045_03.pic","SRC-TSW00045-SN03__char.png","","True"
"46","0","1","char","0","tsw00046_00.pic","SRC-TSW00046-SN00__char__547d.png","547d","True"
"46","1","1","char","0","tsw00046_01.pic","SRC-TSW00046-SN01__char.png","","True"
"46","2","1","char","0","tsw00046_02.pic","SRC-TSW00046-SN02__char.png","","True"
"46","3","1","char","0","tsw00046_03.pic","SRC-TSW00046-SN03__char.png","","True"
"47","0","1","char","0","tsw00047_00.pic","SRC-TSW00047-SN00__char__548c.png","548c","True"
"47","1","1","char","0","tsw00047_01.pic","SRC-TSW00047-SN01__char.png","","True"
"47","2","1","char","0","tsw00047_02.pic","SRC-TSW00047-SN02__char.png","","True"
"47","3","1","char","0","tsw00047_03.pic","SRC-TSW00047-SN03__char.png","","True"
"48","0","1","char","0","tsw00048_00.pic","SRC-TSW00048-SN00__char__548d.png","548d","True"
"48","1","1","char","0","tsw00048_01.pic","SRC-TSW00048-SN01__char.png","","True"
"48","2","1","char","0","tsw00048_02.pic","SRC-TSW00048-SN02__char.png","","True"
"48","3","1","char","0","tsw00048_03.pic","SRC-TSW00048-SN03__char.png","","True"
"49","0","1","char","0","tsw00049_00.pic","SRC-TSW00049-SN00__char__614c.png","614c","True"
"50","0","1","char","0","tsw00050_00.pic","SRC-TSW00050-SN00__char__553down.png","553down","True"
"50","1","1","char","0","tsw00050_01.pic","SRC-TSW00050-SN01__char.png","","True"
"50","2","1","char","0","tsw00050_02.pic","SRC-TSW00050-SN02__char.png","","True"
"50","3","1","char","0","tsw00050_03.pic","SRC-TSW00050-SN03__char.png","","True"
"51","0","1","char","0","tsw00051_00.pic","SRC-TSW00051-SN00__char__553up.png","553up","True"
"51","1","1","char","0","tsw00051_01.pic","SRC-TSW00051-SN01__char.png","","True"
"51","2","1","char","0","tsw00051_02.pic","SRC-TSW00051-SN02__char.png","","True"
"51","3","1","char","0","tsw00051_03.pic","SRC-TSW00051-SN03__char.png","","True"
"52","0","1","char","0","tsw00052_00.pic","SRC-TSW00052-SN00__char__553left.png","553left","True"
"52","1","1","char","0","tsw00052_01.pic","SRC-TSW00052-SN01__char.png","","True"
"52","2","1","char","0","tsw00052_02.pic","SRC-TSW00052-SN02__char.png","","True"
"52","3","1","char","0","tsw00052_03.pic","SRC-TSW00052-SN03__char.png","","True"
"53","0","1","char","0","tsw00053_00.pic","SRC-TSW00053-SN00__char__559down.png","559down","True"
"53","1","1","char","0","tsw00053_01.pic","SRC-TSW00053-SN01__char.png","","True"
"53","2","1","char","0","tsw00053_02.pic","SRC-TSW00053-SN02__char.png","","True"
"53","3","1","char","0","tsw00053_03.pic","SRC-TSW00053-SN03__char.png","","True"
"54","0","1","char","0","tsw00054_00.pic","SRC-TSW00054-SN00__char__540-u.png","540-u","True"
"54","1","1","char","0","tsw00054_01.pic","SRC-TSW00054-SN01__char.png","","True"
"54","2","1","char","0","tsw00054_02.pic","SRC-TSW00054-SN02__char.png","","True"
"54","3","1","char","0","tsw00054_03.pic","SRC-TSW00054-SN03__char.png","","True"
"55","0","1","char","0","tsw00055_00.pic","SRC-TSW00055-SN00__char__536-l.png","536-l","True"
"55","1","1","char","0","tsw00055_01.pic","SRC-TSW00055-SN01__char.png","","True"
"55","2","1","char","0","tsw00055_02.pic","SRC-TSW00055-SN02__char.png","","True"
"55","3","1","char","0","tsw00055_03.pic","SRC-TSW00055-SN03__char.png","","True"
"56","0","1","char","0","tsw00056_00.pic","SRC-TSW00056-SN00__char__536-r.png","536-r","True"
"56","1","1","char","0","tsw00056_01.pic","SRC-TSW00056-SN01__char.png","","True"
"56","2","1","char","0","tsw00056_02.pic","SRC-TSW00056-SN02__char.png","","True"
"56","3","1","char","0","tsw00056_03.pic","SRC-TSW00056-SN03__char.png","","True"
"57","0","1","char","0","tsw00057_00.pic","SRC-TSW00057-SN00__char__girl.png","girl","True"
"57","1","1","char","0","tsw00057_01.pic","SRC-TSW00057-SN01__char.png","","True"
"57","2","1","char","0","tsw00057_02.pic","SRC-TSW00057-SN02__char.png","","True"
"57","3","1","char","0","tsw00057_03.pic","SRC-TSW00057-SN03__char.png","","True"
"58","0","1","char","0","tsw00058_00.pic","SRC-TSW00058-SN00__char__541down-l.png","541down-l","True"
"58","1","1","char","0","tsw00058_01.pic","SRC-TSW00058-SN01__char.png","","True"
"58","2","1","char","0","tsw00058_02.pic","SRC-TSW00058-SN02__char.png","","True"
"58","3","1","char","0","tsw00058_03.pic","SRC-TSW00058-SN03__char.png","","True"
"59","0","1","char","0","tsw00059_00.pic","SRC-TSW00059-SN00__char__539down-l.png","539down-l","True"
"59","1","1","char","0","tsw00059_01.pic","SRC-TSW00059-SN01__char.png","","True"
"59","2","1","char","0","tsw00059_02.pic","SRC-TSW00059-SN02__char.png","","True"
"59","3","1","char","0","tsw00059_03.pic","SRC-TSW00059-SN03__char.png","","True"
"60","0","1","char","0","tsw00060_00.pic","SRC-TSW00060-SN00__char__539up-r.png","539up-r","True"
"60","1","1","char","0","tsw00060_01.pic","SRC-TSW00060-SN01__char.png","","True"
"60","2","1","char","0","tsw00060_02.pic","SRC-TSW00060-SN02__char.png","","True"
"60","3","1","char","0","tsw00060_03.pic","SRC-TSW00060-SN03__char.png","","True"
"61","0","1","char","0","tsw00061_00.pic","SRC-TSW00061-SN00__char__559dwon.png","559dwon","True"
"61","1","1","char","0","tsw00061_01.pic","SRC-TSW00061-SN01__char.png","","True"
"61","2","1","char","0","tsw00061_02.pic","SRC-TSW00061-SN02__char.png","","True"
"61","3","1","char","0","tsw00061_03.pic","SRC-TSW00061-SN03__char.png","","True"
"62","0","1","char","0","tsw00062_00.pic","SRC-TSW00062-SN00__char__544up-r.png","544up-r","True"
"62","1","1","char","0","tsw00062_01.pic","SRC-TSW00062-SN01__char.png","","True"
"62","2","1","char","0","tsw00062_02.pic","SRC-TSW00062-SN02__char.png","","True"
"62","3","1","char","0","tsw00062_03.pic","SRC-TSW00062-SN03__char.png","","True"
"63","0","1","char","0","tsw00063_00.pic","SRC-TSW00063-SN00__char__559left.png","559left","True"
"63","1","1","char","0","tsw00063_01.pic","SRC-TSW00063-SN01__char.png","","True"
"63","2","1","char","0","tsw00063_02.pic","SRC-TSW00063-SN02__char.png","","True"
"63","3","1","char","0","tsw00063_03.pic","SRC-TSW00063-SN03__char.png","","True"
"64","0","1","char","0","tsw00064_00.pic","SRC-TSW00064-SN00__char__545down.png","545down","True"
"64","1","1","char","0","tsw00064_01.pic","SRC-TSW00064-SN01__char.png","","True"
"64","2","1","char","0","tsw00064_02.pic","SRC-TSW00064-SN02__char.png","","True"
"64","3","1","char","0","tsw00064_03.pic","SRC-TSW00064-SN03__char.png","","True"
"65","0","1","char","0","tsw00065_00.pic","SRC-TSW00065-SN00__char__545up.png","545up","True"
"65","1","1","char","0","tsw00065_01.pic","SRC-TSW00065-SN01__char.png","","True"
"65","2","1","char","0","tsw00065_02.pic","SRC-TSW00065-SN02__char.png","","True"
"65","3","1","char","0","tsw00065_03.pic","SRC-TSW00065-SN03__char.png","","True"
"66","0","1","char","0","tsw00066_00.pic","SRC-TSW00066-SN00__char__538down.png","538down","True"
"66","1","1","char","0","tsw00066_01.pic","SRC-TSW00066-SN01__char.png","","True"
"66","2","1","char","0","tsw00066_02.pic","SRC-TSW00066-SN02__char.png","","True"
"66","3","1","char","0","tsw00066_03.pic","SRC-TSW00066-SN03__char.png","","True"
"67","0","1","char","0","tsw00067_00.pic","SRC-TSW00067-SN00__char__545-l.png","545-l","True"
"67","1","1","char","0","tsw00067_01.pic","SRC-TSW00067-SN01__char.png","","True"
"67","2","1","char","0","tsw00067_02.pic","SRC-TSW00067-SN02__char.png","","True"
"67","3","1","char","0","tsw00067_03.pic","SRC-TSW00067-SN03__char.png","","True"
"68","0","1","char","0","tsw00068_00.pic","SRC-TSW00068-SN00__char__538up.png","538up","True"
"68","1","1","char","0","tsw00068_01.pic","SRC-TSW00068-SN01__char.png","","True"
"68","2","1","char","0","tsw00068_02.pic","SRC-TSW00068-SN02__char.png","","True"
"68","3","1","char","0","tsw00068_03.pic","SRC-TSW00068-SN03__char.png","","True"
"69","0","1","char","0","tsw00069_00.pic","SRC-TSW00069-SN00__char__545-r.png","545-r","True"
"69","1","1","char","0","tsw00069_01.pic","SRC-TSW00069-SN01__char.png","","True"
"69","2","1","char","0","tsw00069_02.pic","SRC-TSW00069-SN02__char.png","","True"
"69","3","1","char","0","tsw00069_03.pic","SRC-TSW00069-SN03__char.png","","True"
"70","0","1","char","0","tsw00070_00.pic","SRC-TSW00070-SN00__char__546up-l.png","546up-l","True"
"70","1","1","char","0","tsw00070_01.pic","SRC-TSW00070-SN01__char.png","","True"
"70","2","1","char","0","tsw00070_02.pic","SRC-TSW00070-SN02__char.png","","True"
"70","3","1","char","0","tsw00070_03.pic","SRC-TSW00070-SN03__char.png","","True"
"71","0","1","char","0","tsw00071_00.pic","SRC-TSW00071-SN00__char__wiza-1.png","wiza-1","True"
"71","1","1","char","0","tsw00071_01.pic","SRC-TSW00071-SN01__char.png","","True"
"71","2","1","char","0","tsw00071_02.pic","SRC-TSW00071-SN02__char.png","","True"
"71","3","1","char","0","tsw00071_03.pic","SRC-TSW00071-SN03__char.png","","True"
"72","0","1","char","0","tsw00072_00.pic","SRC-TSW00072-SN00__char__wiza-2.png","wiza-2","True"
"72","1","1","char","0","tsw00072_01.pic","SRC-TSW00072-SN01__char.png","","True"
"72","2","1","char","0","tsw00072_02.pic","SRC-TSW00072-SN02__char.png","","True"
"72","3","1","char","0","tsw00072_03.pic","SRC-TSW00072-SN03__char.png","","True"
"73","0","1","char","0","tsw00073_00.pic","SRC-TSW00073-SN00__char__wiza3.png","wiza3","True"
"73","1","1","char","0","tsw00073_01.pic","SRC-TSW00073-SN01__char.png","","True"
"73","2","1","char","0","tsw00073_02.pic","SRC-TSW00073-SN02__char.png","","True"
"73","3","1","char","0","tsw00073_03.pic","SRC-TSW00073-SN03__char.png","","True"
"74","0","1","char","0","tsw00074_00.pic","SRC-TSW00074-SN00__char__wiza4.png","wiza4","True"
"74","1","1","char","0","tsw00074_01.pic","SRC-TSW00074-SN01__char.png","","True"
"74","2","1","char","0","tsw00074_02.pic","SRC-TSW00074-SN02__char.png","","True"
"74","3","1","char","0","tsw00074_03.pic","SRC-TSW00074-SN03__char.png","","True"
"75","0","1","char","0","tsw00075_00.pic","SRC-TSW00075-SN00__char__589a.png","589a","True"
"76","0","1","char","0","tsw00076_00.pic","SRC-TSW00076-SN00__char__boxs.png","boxs","True"
