TswId,SN,Type,TypeName,LangId,AssetFile,OriginalPngFile,PngFile,Comment,PngExists,Verification,Evidence
14,6,1,char,0,tsw00014_06.pic,tsw00014_06.png,HD-TSW00014-SN06__tsw00014_06.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
14,7,1,char,0,tsw00014_07.pic,tsw00014_07.png,HD-TSW00014-SN07__tsw00014_07.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
18,0,1,char,0,tsw00018_00.pic,tsw00018_00.png,HD-TSW00018-SN00__tsw00018_00.png,543-d,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
18,1,1,char,0,tsw00018_01.pic,tsw00018_01.png,HD-TSW00018-SN01__tsw00018_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
18,2,1,char,0,tsw00018_02.pic,tsw00018_02.png,HD-TSW00018-SN02__tsw00018_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
18,3,1,char,0,tsw00018_03.pic,tsw00018_03.png,HD-TSW00018-SN03__tsw00018_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
19,0,1,char,0,tsw00019_00.pic,tsw00019_00.png,HD-TSW00019-SN00__tsw00019_00.png,115-2,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
19,1,1,char,0,tsw00019_01.pic,tsw00019_01.png,HD-TSW00019-SN01__tsw00019_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
19,2,1,char,0,tsw00019_02.pic,tsw00019_02.png,HD-TSW00019-SN02__tsw00019_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
19,3,1,char,0,tsw00019_03.pic,tsw00019_03.png,HD-TSW00019-SN03__tsw00019_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
19,4,1,char,0,tsw00019_04.pic,tsw00019_04.png,HD-TSW00019-SN04__tsw00019_04.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
19,5,1,char,0,tsw00019_05.pic,tsw00019_05.png,HD-TSW00019-SN05__tsw00019_05.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
19,6,1,char,0,tsw00019_06.pic,tsw00019_06.png,HD-TSW00019-SN06__tsw00019_06.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
19,7,1,char,0,tsw00019_07.pic,tsw00019_07.png,HD-TSW00019-SN07__tsw00019_07.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
20,0,1,char,0,tsw00020_00.pic,tsw00020_00.png,HD-TSW00020-SN00__tsw00020_00.png,115-3,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
20,1,1,char,0,tsw00020_01.pic,tsw00020_01.png,HD-TSW00020-SN01__tsw00020_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
20,2,1,char,0,tsw00020_02.pic,tsw00020_02.png,HD-TSW00020-SN02__tsw00020_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
20,3,1,char,0,tsw00020_03.pic,tsw00020_03.png,HD-TSW00020-SN03__tsw00020_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
20,4,1,char,0,tsw00020_04.pic,tsw00020_04.png,HD-TSW00020-SN04__tsw00020_04.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
20,5,1,char,0,tsw00020_05.pic,tsw00020_05.png,HD-TSW00020-SN05__tsw00020_05.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
20,6,1,char,0,tsw00020_06.pic,tsw00020_06.png,HD-TSW00020-SN06__tsw00020_06.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
21,0,1,char,0,tsw00021_00.pic,tsw00021_00.png,HD-TSW00021-SN00__tsw00021_00.png,410-1,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
21,1,1,char,0,tsw00021_01.pic,tsw00021_01.png,HD-TSW00021-SN01__tsw00021_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
21,2,1,char,0,tsw00021_02.pic,tsw00021_02.png,HD-TSW00021-SN02__tsw00021_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
21,3,1,char,0,tsw00021_03.pic,tsw00021_03.png,HD-TSW00021-SN03__tsw00021_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
22,0,1,char,0,tsw00022_00.pic,tsw00022_00.png,HD-TSW00022-SN00__tsw00022_00.png,116-1,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
22,1,1,char,0,tsw00022_01.pic,tsw00022_01.png,HD-TSW00022-SN01__tsw00022_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
22,2,1,char,0,tsw00022_02.pic,tsw00022_02.png,HD-TSW00022-SN02__tsw00022_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
22,3,1,char,0,tsw00022_03.pic,tsw00022_03.png,HD-TSW00022-SN03__tsw00022_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
22,4,1,char,0,tsw00022_04.pic,tsw00022_04.png,HD-TSW00022-SN04__tsw00022_04.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
23,0,1,char,0,tsw00023_00.pic,tsw00023_00.png,HD-TSW00023-SN00__tsw00023_00.png,flare,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
23,1,1,char,0,tsw00023_01.pic,tsw00023_01.png,HD-TSW00023-SN01__tsw00023_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
23,2,1,char,0,tsw00023_02.pic,tsw00023_02.png,HD-TSW00023-SN02__tsw00023_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
23,3,1,char,0,tsw00023_03.pic,tsw00023_03.png,HD-TSW00023-SN03__tsw00023_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
23,4,1,char,0,tsw00023_04.pic,tsw00023_04.png,HD-TSW00023-SN04__tsw00023_04.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
23,5,1,char,0,tsw00023_05.pic,tsw00023_05.png,HD-TSW00023-SN05__tsw00023_05.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
23,6,1,char,0,tsw00023_06.pic,tsw00023_06.png,HD-TSW00023-SN06__tsw00023_06.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
23,7,1,char,0,tsw00023_07.pic,tsw00023_07.png,HD-TSW00023-SN07__tsw00023_07.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
23,8,1,char,0,tsw00023_08.pic,tsw00023_08.png,HD-TSW00023-SN08__tsw00023_08.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
23,9,1,char,0,tsw00023_09.pic,tsw00023_09.png,HD-TSW00023-SN09__tsw00023_09.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
23,10,1,char,0,tsw00023_10.pic,tsw00023_10.png,HD-TSW00023-SN10__tsw00023_10.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
23,11,1,char,0,tsw00023_11.pic,tsw00023_11.png,HD-TSW00023-SN11__tsw00023_11.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
23,12,1,char,0,tsw00023_12.pic,tsw00023_12.png,HD-TSW00023-SN12__tsw00023_12.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
23,13,1,char,0,tsw00023_13.pic,tsw00023_13.png,HD-TSW00023-SN13__tsw00023_13.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
23,14,1,char,0,tsw00023_14.pic,tsw00023_14.png,HD-TSW00023-SN14__tsw00023_14.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
25,0,1,char,0,tsw00025_00.pic,tsw00025_00.png,HD-TSW00025-SN00__tsw00025_00.png,543-u,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
25,1,1,char,0,tsw00025_01.pic,tsw00025_01.png,HD-TSW00025-SN01__tsw00025_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
25,2,1,char,0,tsw00025_02.pic,tsw00025_02.png,HD-TSW00025-SN02__tsw00025_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
25,3,1,char,0,tsw00025_03.pic,tsw00025_03.png,HD-TSW00025-SN03__tsw00025_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
30,0,1,char,0,tsw00030_00.pic,tsw00030_00.png,HD-TSW00030-SN00__tsw00030_00.png,士兵,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
30,1,1,char,0,tsw00030_01.pic,tsw00030_01.png,HD-TSW00030-SN01__tsw00030_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
30,2,1,char,0,tsw00030_02.pic,tsw00030_02.png,HD-TSW00030-SN02__tsw00030_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
30,3,1,char,0,tsw00030_03.pic,tsw00030_03.png,HD-TSW00030-SN03__tsw00030_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
30,4,1,char,0,tsw00030_04.pic,tsw00030_04.png,HD-TSW00030-SN04__tsw00030_04.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
30,5,1,char,0,tsw00030_05.pic,tsw00030_05.png,HD-TSW00030-SN05__tsw00030_05.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
30,6,1,char,0,tsw00030_06.pic,tsw00030_06.png,HD-TSW00030-SN06__tsw00030_06.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
30,7,1,char,0,tsw00030_07.pic,tsw00030_07.png,HD-TSW00030-SN07__tsw00030_07.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
30,8,1,char,0,tsw00030_08.pic,tsw00030_08.png,HD-TSW00030-SN08__tsw00030_08.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
30,9,1,char,0,tsw00030_09.pic,tsw00030_09.png,HD-TSW00030-SN09__tsw00030_09.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
30,10,1,char,0,tsw00030_10.pic,tsw00030_10.png,HD-TSW00030-SN10__tsw00030_10.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
30,11,1,char,0,tsw00030_11.pic,tsw00030_11.png,HD-TSW00030-SN11__tsw00030_11.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
31,0,1,char,0,tsw00031_00.pic,tsw00031_00.png,HD-TSW00031-SN00__tsw00031_00.png,005--walk,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
31,1,1,char,0,tsw00031_01.pic,tsw00031_01.png,HD-TSW00031-SN01__tsw00031_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
31,2,1,char,0,tsw00031_02.pic,tsw00031_02.png,HD-TSW00031-SN02__tsw00031_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
31,3,1,char,0,tsw00031_03.pic,tsw00031_03.png,HD-TSW00031-SN03__tsw00031_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
32,0,1,char,0,tsw00032_00.pic,tsw00032_00.png,HD-TSW00032-SN00__tsw00032_00.png,547c,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
32,1,1,char,0,tsw00032_01.pic,tsw00032_01.png,HD-TSW00032-SN01__tsw00032_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
32,2,1,char,0,tsw00032_02.pic,tsw00032_02.png,HD-TSW00032-SN02__tsw00032_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
32,3,1,char,0,tsw00032_03.pic,tsw00032_03.png,HD-TSW00032-SN03__tsw00032_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
33,0,1,char,0,tsw00033_00.pic,tsw00033_00.png,HD-TSW00033-SN00__tsw00033_00.png,flash,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
33,1,1,char,0,tsw00033_01.pic,tsw00033_01.png,HD-TSW00033-SN01__tsw00033_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
33,2,1,char,0,tsw00033_02.pic,tsw00033_02.png,HD-TSW00033-SN02__tsw00033_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
33,3,1,char,0,tsw00033_03.pic,tsw00033_03.png,HD-TSW00033-SN03__tsw00033_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
33,4,1,char,0,tsw00033_04.pic,tsw00033_04.png,HD-TSW00033-SN04__tsw00033_04.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
33,5,1,char,0,tsw00033_05.pic,tsw00033_05.png,HD-TSW00033-SN05__tsw00033_05.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
38,0,1,char,0,tsw00038_00.pic,tsw00038_00.png,HD-TSW00038-SN00__tsw00038_00.png,540-l,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
38,1,1,char,0,tsw00038_01.pic,tsw00038_01.png,HD-TSW00038-SN01__tsw00038_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
38,2,1,char,0,tsw00038_02.pic,tsw00038_02.png,HD-TSW00038-SN02__tsw00038_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
38,3,1,char,0,tsw00038_03.pic,tsw00038_03.png,HD-TSW00038-SN03__tsw00038_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
39,0,1,char,0,tsw00039_00.pic,tsw00039_00.png,HD-TSW00039-SN00__tsw00039_00.png,540-r,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
39,1,1,char,0,tsw00039_01.pic,tsw00039_01.png,HD-TSW00039-SN01__tsw00039_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
39,2,1,char,0,tsw00039_02.pic,tsw00039_02.png,HD-TSW00039-SN02__tsw00039_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
39,3,1,char,0,tsw00039_03.pic,tsw00039_03.png,HD-TSW00039-SN03__tsw00039_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
40,0,1,char,0,tsw00040_00.pic,tsw00040_00.png,HD-TSW00040-SN00__tsw00040_00.png,540-d,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
40,1,1,char,0,tsw00040_01.pic,tsw00040_01.png,HD-TSW00040-SN01__tsw00040_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
40,2,1,char,0,tsw00040_02.pic,tsw00040_02.png,HD-TSW00040-SN02__tsw00040_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
40,3,1,char,0,tsw00040_03.pic,tsw00040_03.png,HD-TSW00040-SN03__tsw00040_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
41,0,1,char,0,tsw00041_00.pic,tsw00041_00.png,HD-TSW00041-SN00__tsw00041_00.png,410b,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
41,1,1,char,0,tsw00041_01.pic,tsw00041_01.png,HD-TSW00041-SN01__tsw00041_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
41,2,1,char,0,tsw00041_02.pic,tsw00041_02.png,HD-TSW00041-SN02__tsw00041_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
41,3,1,char,0,tsw00041_03.pic,tsw00041_03.png,HD-TSW00041-SN03__tsw00041_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
42,0,1,char,0,tsw00042_00.pic,tsw00042_00.png,HD-TSW00042-SN00__tsw00042_00.png,409c,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
42,1,1,char,0,tsw00042_01.pic,tsw00042_01.png,HD-TSW00042-SN01__tsw00042_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
42,2,1,char,0,tsw00042_02.pic,tsw00042_02.png,HD-TSW00042-SN02__tsw00042_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
42,3,1,char,0,tsw00042_03.pic,tsw00042_03.png,HD-TSW00042-SN03__tsw00042_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
42,4,1,char,0,tsw00042_04.pic,tsw00042_04.png,HD-TSW00042-SN04__tsw00042_04.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
43,0,1,char,0,tsw00043_00.pic,tsw00043_00.png,HD-TSW00043-SN00__tsw00043_00.png,623-down,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
43,1,1,char,0,tsw00043_01.pic,tsw00043_01.png,HD-TSW00043-SN01__tsw00043_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
43,2,1,char,0,tsw00043_02.pic,tsw00043_02.png,HD-TSW00043-SN02__tsw00043_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
43,3,1,char,0,tsw00043_03.pic,tsw00043_03.png,HD-TSW00043-SN03__tsw00043_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
44,0,1,char,0,tsw00044_00.pic,tsw00044_00.png,HD-TSW00044-SN00__tsw00044_00.png,410c,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
44,1,1,char,0,tsw00044_01.pic,tsw00044_01.png,HD-TSW00044-SN01__tsw00044_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
44,2,1,char,0,tsw00044_02.pic,tsw00044_02.png,HD-TSW00044-SN02__tsw00044_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
44,3,1,char,0,tsw00044_03.pic,tsw00044_03.png,HD-TSW00044-SN03__tsw00044_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
44,4,1,char,0,tsw00044_04.pic,tsw00044_04.png,HD-TSW00044-SN04__tsw00044_04.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
45,0,1,char,0,tsw00045_00.pic,tsw00045_00.png,HD-TSW00045-SN00__tsw00045_00.png,410a,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
45,1,1,char,0,tsw00045_01.pic,tsw00045_01.png,HD-TSW00045-SN01__tsw00045_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
45,2,1,char,0,tsw00045_02.pic,tsw00045_02.png,HD-TSW00045-SN02__tsw00045_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
45,3,1,char,0,tsw00045_03.pic,tsw00045_03.png,HD-TSW00045-SN03__tsw00045_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
46,0,1,char,0,tsw00046_00.pic,tsw00046_00.png,HD-TSW00046-SN00__tsw00046_00.png,547d,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
46,1,1,char,0,tsw00046_01.pic,tsw00046_01.png,HD-TSW00046-SN01__tsw00046_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
46,2,1,char,0,tsw00046_02.pic,tsw00046_02.png,HD-TSW00046-SN02__tsw00046_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
46,3,1,char,0,tsw00046_03.pic,tsw00046_03.png,HD-TSW00046-SN03__tsw00046_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
47,0,1,char,0,tsw00047_00.pic,tsw00047_00.png,HD-TSW00047-SN00__tsw00047_00.png,548c,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
47,1,1,char,0,tsw00047_01.pic,tsw00047_01.png,HD-TSW00047-SN01__tsw00047_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
47,2,1,char,0,tsw00047_02.pic,tsw00047_02.png,HD-TSW00047-SN02__tsw00047_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
47,3,1,char,0,tsw00047_03.pic,tsw00047_03.png,HD-TSW00047-SN03__tsw00047_03.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
48,0,1,char,0,tsw00048_00.pic,tsw00048_00.png,HD-TSW00048-SN00__tsw00048_00.png,548d,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
48,1,1,char,0,tsw00048_01.pic,tsw00048_01.png,HD-TSW00048-SN01__tsw00048_01.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
48,2,1,char,0,tsw00048_02.pic,tsw00048_02.png,HD-TSW00048-SN02__tsw00048_02.png,,True,embedded_hd_manifest,Recovered from first Zstandard frame of Steam HD tsw_index.ssmod.
