"effect_id","attack_point","attribute_id","wide_range","continuous_turns","affixation_effect","relieve_effect","add_buff","resist_attribute","snatch_hp","snatch_mp","snatch_sp","escape","summon_id","summon_count"
"163","0","9","","0","0","0","0","0","","","","","0","0"
"164","0","9","","0","0","0","0","0","","","","","0","0"
"165","20","3","","0","0","0","0","0","","","","","0","0"
"166","0","9","","0","0","0","0","0","","","","","0","0"
"167","0","9","","0","0","0","0","0","","","","","0","0"
"168","20","2","","0","0","0","0","0","","","","","0","0"
"169","20","1","","0","0","0","0","0","","","","","0","0"
"170","20","7","","0","0","0","0","0","","","","","0","0"
"171","0","9","","0","0","0","0","0","","","","","0","0"
"172","0","9","","0","0","0","0","0","","","","","0","0"
"173","0","9","","0","0","0","0","0","","","","","0","0"
"174","0","9","","0","0","0","0","0","","","","","0","0"
"175","0","9","","0","0","0","0","0","","","","","0","0"
"176","0","9","","0","0","0","0","0","","","","","0","0"
"177","0","9","","0","0","0","0","0","","","","","0","0"
"178","0","9","","0","0","0","0","0","","","","","0","0"
"179","0","9","","0","0","0","0","0","","","","","0","0"
"180","520","9","","0","0","0","0","0","","","","","0","0"
"181","0","9","","0","0","0","0","0","","","","","0","0"
"182","350","1","Y","0","0","0","0","0","","","","","0","0"
"183","100","2","Y","0","0","0","0","0","","","","","0","0"
"184","300","4","","0","0","0","0","0","","","","","0","0"
"185","0","7","","5","512","0","0","0","","","","","0","0"
"186","300","6","","0","0","0","0","0","","","","","0","0"
"187","0","11","","0","0","128","0","0","","","","","0","0"
"188","0","9","","0","0","0","0","0","","","","","0","0"
"189","0","9","","0","0","0","0","0","","","","","0","0"
"190","0","9","","0","0","0","0","0","","","","","0","0"
"191","180","9","","0","0","0","0","0","","","","","0","0"
"192","100","8","Y","0","0","0","0","0","","","","","0","0"
"193","280","7","","0","0","0","0","0","","","","","0","0"
"194","0","2","","0","0","0","0","0","","","","","0","0"
"195","300","6","","0","0","0","0","0","","","","","0","0"
"196","300","7","","0","0","0","0","0","","","","","0","0"
"197","0","9","","0","0","0","0","0","","","","","0","0"
"198","0","7","","0","0","0","0","0","","","","","0","0"
"199","300","7","Y","0","0","0","0","0","","","","","0","0"
"200","9999","7","Y","0","0","0","0","0","","","","","0","0"
"201","300","9","","0","0","0","0","0","","","","","0","0"
"202","250","8","Y","0","0","0","0","0","","","","","0","0"
"203","100","8","Y","0","0","0","0","0","","","","","0","0"
"204","0","9","","0","0","0","0","0","","","","","0","0"
"205","350","9","","0","0","0","0","0","","","","","0","0"
"206","200","1","Y","0","0","0","0","0","","","","","0","0"
"207","350","8","Y","0","0","0","0","0","","","","","0","0"
"208","0","10","","8","16","0","0","0","","","","","0","0"
"209","0","9","","0","0","0","0","0","","","","","0","0"
"210","0","9","","0","0","0","0","0","","","","","0","0"
"211","0","6","","0","0","0","0","0","","","","","0","0"
"212","0","9","","0","0","0","0","0","","","","","0","0"
"213","0","9","","0","0","0","0","0","","","","","0","0"
"214","0","9","","0","0","0","0","0","","","","","0","0"
"215","0","9","","0","0","0","0","0","","","","","0","0"
"216","0","9","","0","0","0","0","0","","","","","0","0"
"217","0","9","","0","0","0","0","0","","","","","0","0"
"218","0","9","","0","0","0","0","0","","","","","0","0"
"219","0","9","","0","0","0","0","0","","","","","0","0"
"220","0","9","","0","0","0","0","0","","","","","0","0"
"221","30","1","","0","0","0","0","0","","","","","0","0"
"222","0","9","","0","0","0","0","0","","","","","0","0"
"223","20","3","","0","0","0","0","0","","","","","0","0"
"224","20","2","","0","0","0","0","0","","","","","0","0"
"225","20","7","","0","0","0","0","0","","","","","0","0"
"226","20","1","","0","0","0","0","0","","","","","0","0"
"227","0","9","","0","0","0","0","0","","","","","0","0"
"228","0","9","","0","0","0","0","0","","","","","0","0"
"229","0","9","","0","0","0","0","0","","","","","0","0"
"230","0","9","","0","0","0","0","0","","","","","0","0"
"231","0","9","","0","0","0","0","0","","","","","0","0"
"232","0","9","","0","0","0","0","0","","","","","0","0"
"233","0","9","","0","0","0","0","0","","","","","0","0"
"234","0","9","","0","0","0","0","0","","","","","0","0"
"235","0","9","","0","0","0","0","0","","","","","0","0"
"236","0","9","","0","0","0","0","0","","","","","0","0"
"237","0","9","","0","0","0","0","0","","","","","0","0"
"238","30","6","","0","0","0","0","0","","","","","0","0"
"239","30","4","","0","0","0","0","0","","","","","0","0"
"240","30","2","","0","0","0","0","0","","","","","0","0"
"241","25","1","","0","0","0","0","0","","","","","0","0"
"242","0","9","","0","0","0","0","0","","","","","0","0"
"243","0","9","","0","0","0","0","0","","","","","0","0"
"244","0","9","","0","0","0","0","0","","","","","0","0"
"245","300","1","Y","0","0","0","0","0","","","","","0","0"
"246","100","2","Y","0","0","0","0","0","","","","","0","0"
"247","0","11","","0","0","16","0","0","","","","","0","0"
"248","250","9","","0","0","0","0","0","","","","","0","0"
"249","350","9","","0","0","0","0","0","","","","","0","0"
"250","0","10","","0","0","0","0","0","","","","","0","0"
"251","0","10","","0","0","0","0","0","","","","","0","0"
"252","350","9","","1000","4","0","0","0","","","","","0","0"
"253","0","9","","0","0","0","0","0","","","","","0","0"
"254","10","7","","0","0","0","0","0","","","","","0","0"
"255","20","4","","0","0","0","0","0","","","","","0","0"
"256","200","2","Y","0","0","0","0","0","","","","","0","0"
"257","10","7","","0","0","0","0","0","","","","","0","0"
"258","0","9","","0","0","0","0","0","","","","","0","0"
"259","250","9","","0","0","0","0","0","","","","","0","0"
"260","0","9","","0","0","0","0","0","","","","","0","0"
"261","400","9","","3","16","0","0","0","","","","","0","0"
"262","430","9","","0","0","0","0","0","","","","","0","0"
"263","300","9","","0","0","0","0","0","","","","","0","0"
"264","9999","7","","0","0","0","0","0","","","","","0","0"
"265","320","7","Y","0","0","0","0","0","","","","","0","0"
"266","0","10","","5","0","0","0","9","","","","","0","0"
"267","0","10","","5","0","0","0","1","","","","","0","0"
"268","0","10","","5","0","0","0","2","","","","","0","0"
"269","0","10","","5","0","0","0","5","","","","","0","0"
"270","0","10","","5","0","0","0","6","","","","","0","0"
"271","0","10","","5","0","0","0","7","","","","","0","0"
"272","0","10","","5","0","0","16777216","0","","","","","0","0"
"273","0","10","","5","0","0","8388608","0","","","","","0","0"
"274","0","10","","5","0","0","4194304","0","","","","","0","0"
"275","0","10","","5","0","0","2097152","0","","","","","0","0"
"276","500","8","","0","0","0","0","0","","","","","0","0"
"277","380","4","Y","0","0","0","0","0","","","","","0","0"
"278","500","4","","0","0","0","0","0","","","","","0","0"
"279","0","4","","1000","4","0","0","0","","","","","0","0"
"280","0","6","Y","0","0","0","0","0","","","","Y","0","0"
"281","200","6","Y","0","0","0","0","0","","","","","0","0"
"282","0","6","","0","0","0","0","0","","","","","0","0"
"283","0","0","Y","0","0","0","0","0","","","","","0","0"
"284","0","11","","0","0","16","0","0","","","","","0","0"
"285","600","9","","0","0","0","0","0","","","","","0","0"
"286","0","10","","5","0","0","0","7","","","","","0","0"
"287","0","9","","0","0","0","0","0","","","","","0","0"
"288","100","4","","5","128","0","0","0","","","","","0","0"
"289","200","9","Y","0","0","0","0","0","","","","","0","0"
"290","450","9","","0","0","0","0","0","Y","","","","0","0"
"291","0","9","","0","0","0","0","0","","","","","0","0"
"292","280","9","","0","0","0","0","0","","Y","","","0","0"
"293","0","11","Y","0","0","8","0","0","","","","","0","0"
"294","420","10","","5","1","0","0","0","","","","","0","0"
"295","0","7","","0","0","0","0","0","","","","","0","0"
"296","0","10","","5","0","0","268435456","0","","","","","0","0"
"297","0","5","","0","0","0","0","0","","","","","0","0"
"298","450","9","","0","0","0","0","0","","","","","0","0"
"299","0","11","","0","0","4233","0","0","","","","","0","0"
"300","0","11","Y","0","0","0","0","0","","","","","0","0"
"301","300","9","","0","0","0","0","0","","","","","0","0"
"302","500","9","","0","0","0","0","0","","","","","0","0"
"303","0","10","Y","5","8","0","0","0","","","","","0","0"
"304","0","10","","5","8","0","0","0","","","","","0","0"
"305","450","9","","0","0","0","0","0","","","","","0","0"
"306","300","9","","0","0","0","0","0","","","","","0","0"
"307","0","9","","0","0","0","0","0","","","","","0","0"
"308","550","9","","0","0","0","0","0","","","","","0","0"
"309","700","9","","0","0","0","0","0","","","","","0","0"
"310","0","11","","0","0","256","0","0","","","","","0","0"
"311","0","11","","0","0","512","0","0","","","","","0","0"
"312","120","5","","8","4096","0","0","0","","","","","0","0"
"313","0","7","","0","0","0","0","0","","","","","0","0"
"314","0","7","","0","0","0","0","0","","","","","0","0"
"315","0","10","","8","16","0","0","0","","","","","0","0"
"316","222","9","","0","0","0","0","0","Y","","","","0","0"
"317","0","10","","8","2","0","0","0","","","","","0","0"
"318","0","10","","8","32","0","0","0","","","","","0","0"
"319","150","5","","8","4096","0","0","0","","","","","0","0"
"320","0","10","","8","512","0","0","0","","","","","0","0"
"321","480","9","","0","0","0","0","0","","","","","0","0"
"322","0","9","","0","0","0","0","0","","","","","0","0"
"323","300","7","","1","32768","0","0","0","","","","","0","0"
"324","800","3","","0","0","0","0","0","","","","","0","0"
"325","0","7","","8","32","0","0","0","","","","","0","0"
"326","300","8","Y","0","0","0","0","0","","","","","0","0"
"327","0","11","Y","0","0","64","0","0","","","","","0","0"
"328","0","11","Y","0","0","16","0","0","","","","","0","0"
"329","0","11","Y","0","0","128","0","0","","","","","0","0"
"330","0","10","","5","0","0","536870912","0","","","","","0","0"
"331","0","10","","10","0","0","536870912","0","","","","","0","0"
"332","100","9","","0","0","0","0","0","","","","","0","0"
"333","0","4","","5","0","0","536870912","0","","","","","0","0"
"334","500","6","","0","0","0","0","0","","","","","0","0"
"335","500","8","Y","0","0","0","0","0","","","","","0","0"
"336","430","9","","0","0","0","0","0","","","","","0","0"
"337","400","7","","0","0","0","0","0","Y","","","","0","0"
"338","480","7","Y","0","0","0","0","0","","","","","0","0"
"339","600","1","","0","0","0","0","0","","","","","0","0"
"340","0","9","","0","0","0","0","0","","","","","0","0"
"341","0","10","","5","0","0","0","5","","","","","0","0"
"342","400","3","Y","0","0","0","0","0","","","","","0","0"
"343","600","3","Y","0","0","0","0","0","","","","","0","0"
"344","400","2","Y","3","1","0","0","0","","","","","0","0"
"345","0","9","","0","0","0","0","0","","","","","0","0"
"346","0","7","","0","0","0","0","0","","","","","0","0"
"347","200","5","Y","6","4096","0","0","0","","","","","0","0"
"348","0","7","","0","0","0","0","0","","","","","271","2"
"349","0","6","","0","0","0","0","0","","","","","0","0"
"350","0","1","","0","0","0","0","0","","","","","0","0"
"351","250","7","Y","0","0","0","0","0","","","","","0","0"
"352","500","7","","0","0","0","0","0","","","","","0","0"
"353","850","9","","0","0","0","0","0","","","","","0","0"
"354","0","7","","0","0","0","0","0","","","","","0","0"
"355","500","8","Y","0","0","0","0","0","","","","","0","0"
"356","0","7","","0","0","0","0","0","","","","","317","2"
"357","0","7","","0","0","0","0","0","","","","","0","0"
"358","0","2","","0","0","0","0","0","","","","","0","0"
"359","0","10","","5","0","0","0","1","","","","","0","0"
"360","0","10","","5","0","0","0","2","","","","","0","0"
"361","0","10","","5","0","0","0","6","","","","","0","0"
"362","0","10","","5","0","0","0","9","","","","","0","0"
"363","0","10","","5","0","0","0","0","","","","","0","0"
"364","0","10","","5","0","0","67108864","0","","","","","0","0"
"365","0","10","","5","32","0","0","0","","","","","0","0"
"366","300","7","Y","6","4096","0","0","0","","","","","0","0"
"367","0","0","Y","0","0","0","0","0","","","","","0","0"
"368","1000","1","Y","0","0","0","0","0","","","","","0","0"
"369","1800","9","Y","0","0","0","0","0","","","","","0","0"
"370","6000","9","","0","0","0","0","0","","","","","0","0"
"371","700","7","","0","0","0","0","0","","","","","0","0"
"372","500","9","Y","0","0","0","0","0","","","","","0","0"
"373","2000","7","Y","0","0","0","0","0","","","","","0","0"
"374","2500","3","Y","0","0","0","0","0","","","","","0","0"
"375","2500","2","Y","0","0","0","0","0","","","","","0","0"
"376","3000","6","Y","0","0","0","0","0","","","","","0","0"
"377","4000","6","","0","0","0","0","0","","","","","0","0"
"378","500","7","","0","0","0","0","0","","","","","0","0"
"379","0","9","","0","0","0","0","0","","","","","0","0"
"380","550","6","","0","0","0","0","0","","","","","0","0"
"381","400","6","","0","0","0","0","0","","","","","0","0"
"382","320","1","Y","0","0","0","0","0","","","","","0","0"
"383","400","2","Y","0","0","0","0","0","","","","","0","0"
"384","300","2","Y","3","2","0","0","0","","","","","0","0"
"385","380","6","","0","0","0","0","0","","","","","0","0"
"386","0","3","","0","0","0","0","0","","","","","0","0"
"387","0","2","","0","0","0","0","0","","","","","0","0"
"388","0","6","","0","0","0","0","0","","","","","379","2"
"389","600","1","Y","0","0","0","0","0","","","","","0","0"
"390","530","9","","0","0","0","0","0","","","","","0","0"
"391","400","9","","0","0","0","0","0","","","","","0","0"
"392","0","7","","5","256","0","0","0","","","","","0","0"
"393","1000","6","Y","0","0","0","0","0","","","","","0","0"
"394","3000","6","Y","0","0","0","0","0","","","","","0","0"
"395","8000","6","","0","0","0","0","0","","","","","0","0"
"396","1000","9","","0","0","0","0","0","","","","","0","0"
"397","700","8","","0","0","0","0","0","","","","","0","0"
"398","600","9","","0","0","0","0","0","","","","","0","0"
"399","0","9","","0","0","0","0","0","","","","","0","0"
"400","0","1","","0","0","0","0","0","","","","","0","0"
"401","700","1","Y","0","0","0","0","0","","","","","0","0"
"402","0","8","","0","0","0","0","0","","","","","0","0"
"403","800","6","Y","0","0","0","0","0","","","","","0","0"
"404","0","9","","0","0","0","0","0","","","","","0","0"
"405","1000","6","","0","0","0","0","0","","","","","0","0"
"406","0","6","","0","0","0","0","0","","","","","0","0"
"407","600","2","Y","0","0","0","0","0","","","","","0","0"
"408","650","1","Y","0","0","0","0","0","","","","","0","0"
"409","500","9","","0","0","0","0","0","","","","","0","0"
"410","0","7","","0","0","0","0","0","","","","","0","0"
"411","500","4","Y","0","0","0","0","0","","","","","0","0"
"412","0","9","","8","512","0","0","0","","","","","0","0"
"413","520","9","","0","0","0","0","0","","","","","0","0"
"414","2200","7","","0","0","0","0","0","","","","","0","0"
"415","1500","7","Y","0","0","0","0","0","","","","","0","0"
"416","4000","1","","5","16","0","0","0","","","","","0","0"
"417","2200","3","","8","512","0","0","0","","","","","0","0"
"418","1200","4","Y","0","0","0","0","0","","","","","0","0"
"419","3000","7","Y","0","0","0","0","0","","","","","0","0"
"420","2000","8","Y","0","0","0","0","0","","","","","0","0"
"421","0","7","","0","0","0","0","0","","","","","0","0"
"422","1000","7","","0","0","0","0","0","","","","","0","0"
"423","600","1","","0","0","0","0","0","","","","","0","0"
"424","700","1","","0","0","0","0","0","","","","","0","0"
"425","400","9","","0","0","0","0","0","","","","","0","0"
"426","700","6","","0","0","0","0","0","","","","","0","0"
"427","600","6","Y","0","0","0","0","0","","","","","0","0"
"428","1200","6","","0","0","0","0","0","","","","","0","0"
"429","800","6","Y","0","0","0","0","0","","","","","0","0"
"430","600","8","","0","0","0","0","0","","","","","0","0"
"431","1400","6","","0","0","0","0","0","","","","","0","0"
"432","1000","6","","0","0","0","0","0","","","","","0","0"
"433","0","8","","0","0","0","0","0","","","","","0","0"
"434","800","8","","0","0","0","0","0","","","","","0","0"
"435","3500","8","Y","0","0","0","0","0","","","","","0","0"
"436","5000","8","","0","0","0","0","0","","","","","0","0"
"437","2000","8","","5","16","0","0","0","","","","","0","0"
"438","700","9","","0","0","0","0","0","","","","","0","0"
"439","0","11","","0","0","259","0","0","","","","","0","0"
"440","1500","1","Y","0","0","0","0","0","","","","","0","0"
"441","2000","4","Y","0","0","0","0","0","","","","","0","0"
"442","2500","1","Y","0","0","0","0","0","","","","","0","0"
"443","1000","3","Y","0","0","0","0","0","","","","","0","0"
"444","0","0","Y","0","0","32768","0","0","","","","","0","0"
"445","800","8","","0","0","0","0","0","","","","","0","0"
"446","400","10","","6","4096","0","0","0","","","","","0","0"
"447","1000","7","","0","0","0","0","0","","","","","0","0"
"448","1500","8","","0","0","0","0","0","","","","","0","0"
"449","2000","7","","0","0","0","0","0","","","","","0","0"
"450","3000","7","Y","0","0","0","0","0","","","","","0","0"
"451","3500","2","","0","0","0","0","0","","","","","0","0"
"452","2500","8","","0","0","0","0","0","","","","","0","0"
"453","3000","8","Y","0","0","0","0","0","","","","","0","0"
"454","3500","3","Y","0","0","0","0","0","","","","","0","0"
"455","2000","4","Y","0","0","0","0","0","","","","","0","0"
"456","2500","2","Y","0","0","0","0","0","","","","","0","0"
"457","3000","6","Y","0","0","0","0","0","","","","","0","0"
"458","3000","5","","0","0","0","0","0","","","","","0","0"
"459","5000","9","","0","0","0","0","0","","","","","0","0"
"460","4000","9","","0","0","0","0","0","","","","","0","0"
"461","0","6","Y","5","0","0","536870912","0","","","","","0","0"
"462","2500","3","Y","0","0","0","0","0","","","","","0","0"
"463","0","9","","3","64","0","0","0","","","","","0","0"
"464","6000","9","","0","0","0","0","0","","","","","0","0"
"465","4000","7","Y","0","0","0","0","0","Y","","","","0","0"
"466","2000","10","Y","3","4096","0","0","0","","","","","0","0"
"467","0","10","Y","5","16","0","0","0","","","","","0","0"
"468","3000","10","","0","0","0","0","0","","","Y","","0","0"
"469","9999","10","","0","0","0","0","0","","","","","0","0"
