"item_id","name","race_id","level","roles","sp_cost","consumes_sp","use_place","is_unique","combatant_hp","combatant_atk","combatant_def","combatant_spd","combatant_wis","guardian_effect_id","attack_point","attribute_id","wide_range","continuous_turns","affixation_effect","relieve_effect","add_buff","resist_attribute","snatch_hp","snatch_mp","snatch_sp","escape","summon_id","summon_count","info_text","help_text"
"131","吸血鬼","3","22","1|2|3","14","Y","1","","43","52","32","33","30","27","0","9","","0","0","0","0","0","","","","","0","0","消費：14點體力","當人死前與撒旦定下契約，死後身體不會腐敗但須定時的吸食人血補充精力。"
"132","侏儒","6","15","1|2|3|4","11","Y","1","","18","31","25","23","25","34","0","9","","0","0","0","0","0","","","","","0","0","消費：11點體力","長年在地底下的小人，非常喜好黃金的類人獸。會說人類的語言；很喜歡唱歌力量也很大，一種奇特的種族。"
"133","亞格瑞斯","1","26","1|2|3|4","28","Y","1","","125","100","56","36","50","41","0","9","","0","0","0","0","0","","","","","0","0","消費：28點體力","原本是神界的力天使，但是受到惡魔的蠱惑製造了大地震，傷害了許多無辜人民因而被逐至陰間。"
"134","半人馬","8","26","1|2|3|4","30","Y","1","","110","90","53","43","70","40","0","9","","0","0","0","0","0","","","","","0","0","消費：30點體力","原本是天界的神，醫術、藝術、音樂等都非常的卓越；某山的守護神，後因被親近的人陷害下毒，在僥倖存活下來後就變成了半人半馬的聖獸了。"
"135","美杜莎","8","24","1|2|3","28","Y","1","","100","80","57","45","50","135","0","9","","0","0","0","0","0","","","","","0","0","消費：28點體力","高哥三女妖的其中一位，半人半蛇的女妖眼泛青光，被她看見的生物馬上會變成石頭。"
"136","格萊艾","9","24","1|2|3|4","26","Y","1","","150","80","38","48","90","137","0","9","","0","0","0","0","0","","","","","0","0","消費：26點體力","居住在長年不見天日的山洞中；三人一體的女妖共用一隻眼和一張嘴，卻是能知過去未來的女妖。"
"137","凱貝羅斯","5","28","1|2|3|4","30","Y","1","","130","90","46","43","56","4","0","9","","0","0","0","0","0","","","","","0","0","消費：30點體力","生有三個狗頭一條蛇尾，身上又長著昂首的蛇；是陰府看守犯人的地獄犬。"
"138","寒蛙","5","24","1|2|3|4","30","Y","1","","140","111","65","43","70","133","0","9","","0","0","0","0","0","","","","","0","0","消費：30點體力","在海中生長但是卻吃陸地的生物，尤其是貓、狗、鼠類的動物；能飛行獵食，當他遇上危險時，能發出使人致命的叫聲。"
"139","瓶女","9","28","1|2|3|4","35","Y","1","","180","102","55","45","100","98","0","9","","0","0","0","0","0","","","","","0","0","消費：35點體力","化身成貌美的女人在村鎮誘惑男人；在與男人交歡時將其精氣全數吸盡。其實她是暴風神的妻子，喜歡吸收精氣增加自己的法力。"
"140","妖貓","3","23","1|2|3","33","Y","1","","90","93","42","53","90","90","0","9","","0","0","0","0","0","","","","","0","0","消費：33點體力","當一些惡靈附身在其它死去的軀殼上時，就會產生一些變化；被長期的附身後全身成綠色且站立行走模樣甚是可怕。"
"141","牛頭魚","5","27","1|2|3|4","40","Y","1","","160","113","58","48","65","131","0","9","","0","0","0","0","0","","","","","0","0","消費：40點體力","傳說在古代亞歷山大東征時，在印度遇到的牛頭怪魚，頭有三隻角嘴能隨意變換大小，軍隊目睹此怪吞食大象，還被吃去26人。也有人在歐洲發現過這種怪物。"
"142","雪球怪","9","22","1|2|3|4","32","Y","1","","100","116","89","40","80","107","0","9","","0","0","0","0","0","","","","","0","0","消費：32點體力","外型圓巧可愛，生長在雪地的小精靈。不知為了什麼，牠會把一切看的到的生物都凍結起來，大概是為了增加夥伴吧？"
"143","溫蒂妮","6","27","1|2|3|4","45","Y","1","","155","110","60","45","110","100","0","2","","0","0","0","0","0","","","","","0","0","消費：45點體力","棲息在河川泉水的精靈，會以人類女性的姿態出現﹔傳說她也會與凡人相戀、結婚生子，但若她再回到原來棲息的河川，就會還原成水。"
"144","竹妖","8","40","1|2|3|4","120","Y","1","","420","320","103","60","80","287","0","9","","0","0","0","0","0","","","","","0","0","消費：120點體力","一般民間對於竹子林的神秘感都有著許多傳說；常年的陰森詭異便流傳著一種附身在竹子上面攻擊生物的妖怪。"
"145","魍魎","8","44","1|2|3|4","145","Y","1","","450","360","120","48","100","3","0","9","","0","0","0","0","0","","","","","0","0","消費：145點體力","瑞項有三子死後皆為疫鬼，其一為魍魎鬼，棲息於山川水木，好食死人肝臟，時常散佈疾病。"
"146","妖陀螺鬼","9","42","1|2|3|4","160","Y","1","","500","400","130","56","140","291","0","9","","0","0","0","0","0","","","","","0","0","消費：160點體力","原本是天神們的法寶，後來逃下凡間興風作浪。"
"147","水仙","6","39","1|2|3|4","90","Y","1","","330","310","90","48","100","253","0","9","","0","0","0","0","0","","","","","0","0","消費：90點體力","身懷正氣之人被迫投江水後，有些能夠化身成仙，在凡間保佑善良的人。"
"148","七仙女","2","47","1|2|3|4","220","Y","1","","1600","490","100","62","180","349","0","6","","0","0","0","0","0","","","","","0","0","消費：220點體力","玉帝有七位女兒，其中最小的曾私自下凡與凡間的男子董永結為夫婦，後被天將神兵抓回天庭。"
"149","九天玄女","0","58","1|2|3|4","280","Y","1","","2200","500","96","65","180","399","0","9","","0","0","0","0","0","","","","","0","0","消費：280點體力","玄女乃是道家眾弟子為其封的尊稱；傳說原為天庭的玄鳥，被天帝派下凡間生下商朝的始祖─契，之後被後人供奉為神，道家更尊稱為“九天玄女娘娘”。"
"150","嫦娥","2","49","1|2|3|4","260","Y","1","","1500","510","155","62","180","358","0","2","","0","0","0","0","0","","","","","0","0","消費：260點體力","后羿之妻，后羿因射日、除妖有功得西王母賜予不死藥兩粒，後因后羿得國土變得暴虐無道，嫦娥怕后羿得長生則百姓生活堪憂故竊食之；但食一則長生、食二則成仙，故奔月成仙。"
"151","瓊霜","6","36","1|2|3|4","100","Y","1","","500","245","100","45","120","194","0","2","","0","0","0","0","0","","","","","0","0","消費：100點體力","敘利亞附近的古城，相傳有一石玉在霜降之時會不斷的湧出冰水，隨即出現一位長髮女孩；如果能在女孩消失之前得到她的一根頭髮，便能一生都幸福。"
"152","瑪特女神","0","45","1|2|3|4","185","Y","1","","680","400","150","55","160","","0","0","","0","0","0","0","0","","","","","0","0","消費：185點體力","掌管真理、正義和裁判之神；張開翅膀、頭頂圓盤雙手拿著羽毛參加亡靈的審判。"
"153","瓦雀","0","31","1|2|3|4","50","Y","1","","200","137","90","40","120","120","0","6","","0","0","0","0","0","","","","","0","0","消費：50點體力","下埃及蜂之國法老們的守護女神。"
"154","上元夫人","0","42","1|2|3|4","90","Y","1","","600","360","110","50","130","260","0","9","","0","0","0","0","0","","","","","0","0","消費：90點體力","貌約二十，身穿青霜之袍，細長的頭髮纏繞全身，是統領十方玉女的天神。"
"155","蠶女","6","41","1|2|3|4","175","Y","1","","800","475","156","62","120","307","0","9","","0","0","0","0","0","","","","","0","0","消費：175點體力","在古蜀國境內成都城城郊的嘔絲之野，有一隻身披馬皮、馬頭形狀的蠶，能憑空變出蠶絲織衣，因為又是嘔絲之野的第一隻蠶所以也稱為蠶神。"
"156","女夷","6","43","1|2|3|4","180","Y","1","","1430","460","98","64","138","386","0","3","","0","0","0","0","0","","","","","0","0","消費：180點體力","當她擊鼓唱歌時，百谷禽鳥草木皆長，主春夏萬物生長之神也稱花神。"
"157","女夷22","10","43","1|2|3|4","180","Y","1","","1430","460","98","64","138","386","0","3","","0","0","0","0","0","","","","","0","0","","當她擊鼓唱歌時，百谷禽鳥草木皆長，主春夏萬物生長之神也稱花神。"
"158","娥皇","0","50","1|2|3|4","240","Y","1","","1700","503","108","60","160","153","0","9","","0","0","0","0","0","","","","","0","0","消費：240點體力","堯帝的兩位女兒之一，堯為了考驗舜，將兩位女兒嫁予舜。後來舜駕崩於鄉湘江附近的九疑山。娥皇、女英聞之便至湘江哭祭，遂投江自盡。後人憐之便建廟祭祀；遂有湘君、湘夫人之稱。"
"159","女英","0","46","1|2|3|4","190","Y","1","","1650","495","115","64","160","387","0","2","","0","0","0","0","0","","","","","0","0","消費：190點體力","堯帝的兩位女兒之一，堯為了考驗舜，將兩位女兒嫁予舜。後來舜駕崩於鄉湘江附近的九疑山。娥皇、女英聞之便至湘江哭祭，遂投江自盡。後人憐之便建廟祭祀；遂有湘君、湘夫人之稱。"
"160","席娜","1","34","1|2|3|4","70","Y","1","","350","200","75","46","120","120","0","6","","0","0","0","0","0","","","","","0","0","消費：70點體力","傳說是瓦雀的妹妹，但卻一值沒有被承認大概是因入了魔道的原因吧。"
"161","亞坦","1","34","1|2|3|4","52","Y","1","","220","150","93","43","120","122","0","9","","0","0","0","0","0","","","","","0","0","消費：52點體力","拜火教的火之精靈，是在拜火教中所有的天使和精靈中能力最強的，但是地位卻不是最高的；除了能自由操控火燄外，也可以不用降雨就能召喚雷電攻擊敵人。"
"162","蝠妖","8","28","1|2|3|4","38","Y","1","","160","140","70","42","80","138","0","9","","0","0","0","0","0","","","","","0","0","消費：38點體力","棲息在大樹上，樣子很醜陋會依照別人對待牠的態度不同，而有所不同的回應，不過通常牠回應的都是惡作劇。"
"163","朱蛤獸","5","33","1|2|3|4","45","Y","1","","180","157","79","38","100","132","0","9","","0","0","0","0","0","","","","","0","0","消費：45點體力","在巴格達北方一深不見底的黑暗深淵中爬出來的蛤蟆；蛙身、蛇尾全身怪異的火紅色。"
"164","神燈巨人","9","30","1|2|3|4","60","Y","1","","300","170","88","37","160","119","0","9","","0","0","0","0","0","","","","","0","0","消費：60點體力","藏匿於一古油燈內，經由有緣人摩擦燈腹後就會現身完成各種精靈能力範圍內的願望。"
"165","色烈芬","2","52","1|2|3|4","215","Y","1","","2000","580","122","60","180","","0","0","","0","0","0","0","0","","","","","0","0","消費：215點體力","有六對翅膀，兩對蓋住臉、兩對蓋住腳、兩對用來飛翔；在翅膀下的真實面貌據說是天真無邪的兒童面孔。"
"166","藍人","9","26","1|2|3|4","35","Y","1","","120","110","72","40","52","97","10","2","","0","0","0","0","0","","","","","0","0","消費：35點體力","希臘傳說的海中怪物，看見人類船隻時會化整為零，包圍船隻，然後開始用歌聲唱出謎語，人們要是猜輸了，就會被擊沈。還會控制沉船，藉以驚嚇過往的船隻，是墮天使的一種。"
"167","戰死屍鬼","3","43","1|2|3|4","188","Y","1","","1300","420","134","62","100","122","0","9","","0","0","0","0","0","","","","","0","0","消費：188點體力","對於戰勝的意念太過於執著，導致死後也到處尋找敵人。"
"170","殭屍","3","14","1|2|3|4","10","Y","1","","16","24","18","16","10","1","0","9","","0","0","0","0","0","","","","","0","0","消費：10點體力","由黑魔法請惡魔操控的人屍，目的是為了讓敵人產生恐懼心，但實力並不強。"
"171","幽靈","7","13","1|2|3|4","11","Y","1","","18","30","12","30","15","133","0","9","","0","0","0","0","0","","","","","0","0","消費：11點體力","人死後會化成靈體或至天堂或至地獄。而留戀人間不肯離去者；就成了幽靈。"
"172","阿普洛迪","0","52","1|2|3|4","260","Y","1","","2000","570","166","64","180","111","0","9","","0","0","0","0","0","","","","","0","0","消費：260點體力","即維納斯女神，傳說是加亞給克羅諾斯一把大鐮刀把父親的陽具給切了下來後，掉落在海裡所孕化而出的神。"
"173","阿拔東","1","42","1|2|3|4","105","Y","1","","480","300","88","50","150","254","10","7","","0","0","0","0","0","","","","","0","0","消費：105點體力","全身覆蓋著鱗片、蠍尾、蝠翼，是負責管理地獄深淵的墮天使；傳言在末世的時後會帶領著戴金色皇冠的煌蟲，使世界受苦五個月。"
"174","阿高司","4","32","1|2|3|4","75","Y","1","","350","150","73","55","125","4","0","9","","0","0","0","0","0","","","","","0","0","消費：75點體力","宙斯妻子希拉的隨身護獸，俱有百隻眼睛的神獸；幫希拉監視人間一切事物，後來被哈姆斯所殺；希拉就把百隻眼移植到她的愛鳥---孔雀的尾巴上。"
"175","炎顱","5","36","1|2|3|4","45","Y","1","","180","133","65","43","56","4","0","9","","0","0","0","0","0","","","","","0","0","消費：45點體力","居住在山中每次一睡就是半年，每半年醒一日但那一日內卻無人能敵；因醒來極度飢餓所以吃了一百頭家畜五百人後就又消失於山中了。"
"177","火蠑螈","5","27","1|2|3|4","32","Y","1","","170","140","74","45","70","136","0","9","","0","0","0","0","0","","","","","0","0","消費：32點體力","皮膚鮮明奇特如著火一般使其他的生物不敢靠近；在遭受襲擊時又會分秘毒液使敵人麻痺。"
"178","神龍","4","56","1|2|3|4","320","Y","1","","3800","580","140","62","160","406","0","6","","0","0","0","0","0","","","","","0","0","消費：320點體力","神龍是民間的傳說的神獸，是中國血統的來源，被當成中國人的祖先。"
"179","鳳凰","4","58","1|2|3|4","350","Y","1","","3500","600","160","60","120","400","0","1","","0","0","0","0","0","","","","","0","0","消費：350點體力","丹穴山上有一奇鳥形似雞五色斑爛，名叫鳳凰。全身印有德、順、義、仁四字，是代表天下太平的聖獸。"
"181","庫塔","9","36","1|2|3|4","75","Y","1","","380","215","95","43","160","119","0","9","","0","0","0","0","0","","","","","0","0","消費：75點體力","有著虛幻的形體，與強大的法力，喜愛看見人間處處有戰火；每當他出現時就表示又要有戰事了。"
"184","食屍鬼","8","39","1|2|3|4","120","Y","1","","500","344","103","56","80","313","0","7","","0","0","0","0","0","","","","","0","0","消費：120點體力","極少數的鬼魂會出現在剛去世之人的家中，吸取人體殘存的精氣。"
"185","山鬼","7","35","1|2|3|4","70","Y","1","","250","280","120","46","80","3","0","9","","0","0","0","0","0","","","","","0","0","消費：70點體力","一些旅行各地的人常因某些原因而葬身山中，在沒人發現的情況下就成了孤魂野鬼出不了此山。"
"186","黑無常","1","49","1|2|3|4","240","Y","1","","2700","500","130","60","120","410","0","7","","0","0","0","0","0","","","","","0","0","消費：240點體力","無常，是民間迷信所謂人死時，閻王派去勾攝生魂的「勾魂鬼」，有黑無常、白無常兩位勾魂使者。"
"189","食人花","8","28","1|2|3|4","28","Y","1","","140","125","88","43","20","117","0","5","","1","1","0","0","0","","","","","0","0","消費：28點體力","開著美麗的花朵引誘生物靠近，在將其吞食能吐出特殊黏液將敵人痲痺。"
"191","樂仙女","2","45","1|2|3|4","200","Y","1","","1160","430","112","63","130","349","0","6","","0","0","0","0","0","","","","","0","0","消費：200點體力","傳播美妙的音樂到天上人間每個地方；人們始終相信音樂能夠平息一切紛爭。"
"194","白無常","1","53","1|2|3|4","250","Y","1","","2300","530","136","64","150","322","0","9","","0","0","0","0","0","","","","","0","0","消費：250點體力","無常，是民間迷信所謂人死時，閻王派去勾攝生魂的「勾魂鬼」，有黑無常、白無常兩位勾魂使者。"
"197","耆戈","0","38","1|2|3|4","88","Y","1","","320","205","100","48","120","122","0","9","","0","0","0","0","0","","","","","0","0","消費：88點體力","原為天界之神，專司人間善惡懲戒的司法神；當人類犯錯事時它會降下雷電懲罰人類，但因一次的過失則遭降至人間體驗人世。"
"198","太白金星","0","54","1|2|3|4","300","Y","1","","2500","560","145","68","180","402","0","8","","0","0","0","0","0","","","","","0","0","消費：300點體力","老態龍鐘、仁厚善良，身背一角天書是玉皇大帝的欽派特使。"
"199","天將","2","51","1|2|3|4","270","Y","1","","2800","570","135","60","100","404","0","9","","0","0","0","0","0","","","","","0","0","消費：270點體力","天庭中的區管長，維持秩序的神。"
"206","惡靈","7","21","1|2|3|4","15","Y","1","","40","56","30","38","24","1","0","9","","0","0","0","0","0","","","","","0","0","消費：15點體力","被人陷害而死的鬼魂，有極大的怨念所以產生了一般鬼魂所沒有的念力。"
"208","水鬼","7","17","1|2|3|4","14","Y","1","","53","53","34","32","30","1","0","9","","0","0","0","0","0","","","","","0","0","消費：14點體力","軀殼被困在水底下只好每天找人幫助以讓身軀能入土為安。"
"213","龍王","4","54","1|2|3|4","310","Y","1","","3200","580","160","68","160","406","0","6","","0","0","0","0","0","","","","","0","0","消費：310點體力","眾神獸的首領，全身金色光芒包覆著有著不可思議的治療能力。"
"214","黑龍","4","52","1|2|3|4","290","Y","1","","2800","550","150","64","140","406","0","6","","0","0","0","0","0","","","","","0","0","消費：290點體力","天庭內有呼喚風雨能力的聖龍，曾被海龍王要求幫助擊殺挪吒。"
"221","枯屍鬼","3","27","1|2|3|4","40","Y","1","","300","127","50","35","60","4","0","9","","0","0","0","0","0","","","","","0","0","消費：40點體力","古埃及中將人的軀殼保存的密法，在施行之後人體的水份將完全被抽乾；進而守衛墓地。"
"222","枯屍鬼王","3","31","1|2|3|4","48","Y","1","","400","136","55","37","89","135","0","9","","0","0","0","0","0","","","","","0","0","消費：48點體力","古埃及中將人的軀殼保存的密法，在施行之後人體的水份將完全被抽乾；進而守衛墓地，其中有些較強的護衛都會成為眾枯屍的首領。"
"223","石獅精","9","48","1|2|3|4","260","Y","1","","1800","530","160","58","100","133","0","9","","0","0","0","0","0","","","","","0","0","消費：260點體力","原為廟寺前的守護靈獸像，但某些石像因受到仙靈的薰陶與日月的精華；遂能幻化為精。"
"226","獨角獸","4","44","1|2|3|4","175","Y","1","","1000","500","100","63","120","1","0","9","","0","0","0","0","0","","","","","0","0","消費：175點體力","擁有神奇的治癒能力，非常喜愛音樂只要有音樂的地方就會看見獨角獸；不少人千方百計的要捕捉牠把神奇的角取下。"
"238","尼梅亞獅","5","44","1|2|3|4","160","Y","1","","1500","530","166","58","100","322","0","9","","0","0","0","0","0","","","","","0","0","消費：160點體力","尼梅亞森林內的大怪獸，外形像獅子但是比一般的獅子大兩倍；會吐火焰經常吃食人類，後被海克力斯所殺。"
"253","雪芙","6","39","1|2|3|4","180","Y","1","","1000","500","125","60","180","345","0","9","","0","0","0","0","0","","","","","0","0","消費：180點體力","一種棲息在冰中的仙靈，以人類女性的姿態出現，能自由自在的乘風飛翔。"
"254","肯塔羅斯","4","38","1|2|3|4","140","Y","1","","1200","480","122","52","120","40","0","9","","0","0","0","0","0","","","","","0","0","消費：140點體力","希臘傳說的怪物，上身為人下身為馬的半人獸；個性粗暴好色。"
"255","尼凱","0","59","1|2|3|4","360","Y","1","","2600","600","180","64","180","40","0","9","","0","0","0","0","0","","","","","0","0","消費：360點體力","即是勝利女神，在天界時被宙斯或雅典那撐在手上；隨時的姿態都是展翅欲飛的樣子，在出征前如果看到她此戰就穩操勝算的。"
"267","冥府獄卒","7","45","1|2|3|4","150","Y","1","","700","390","106","54","120","3","0","9","","0","0","0","0","0","","","","","0","0","消費：150點體力","專門巡視躲藏各地尚未至冥府報到的鬼魂，所有遊離鬼魂的剋星。"
"269","冤魂","7","39","1|2|3|4","130","Y","1","","460","340","95","58","90","314","0","7","","0","0","0","0","0","","","","","0","0","消費：130點體力","世界各地都有許多因冤獄而死的人，如果沒有得到妥善的超渡就會成了厲鬼到處害人。"
"271","吊死鬼","7","41","1|2|3|4","138","Y","1","","580","355","100","54","80","313","0","7","","0","0","0","0","0","","","","","0","0","消費：138點體力","常在子時出現，全身雪白的衣服披頭散髮；舌頭吐的極長模樣怪嚇人的。"
"272","餓死鬼","7","37","1|2|3|4","130","Y","1","","400","330","88","49","100","295","0","7","","0","0","0","0","0","","","","","0","0","消費：130點體力","在國家動蕩不安天災人禍頻繁之時，就會有一群的民眾士兵餓死；出現時最好給它食物否則難保它會作出什麼事。"
"273","瘟鬼","7","43","1|2|3|4","168","Y","1","","620","378","96","56","80","314","0","7","","0","0","0","0","0","","","","","0","0","消費：168點體力","因瘟疫而死的人，不滿自己的死法所以變成瘟鬼散播病毒。"
"274","夜叉","8","42","1|2|3|4","100","Y","1","","400","350","93","44","60","258","0","9","","0","0","0","0","0","","","","","0","0","消費：100點體力","面貌奇醜無比有，專門吃食鬼魂叫聲犀利悽慘讓人聽之喪膽。"
"277","雪女","6","45","1|2|3|4","188","Y","1","","1500","446","105","63","130","122","0","9","","0","0","0","0","0","","","","","0","0","消費：188點體力","受山神管轄只在一些雪地出現，不過卻經常趁山神不注意時跑出去各鄉村城鎮，與人類玩在一起。"
"281","天宮仙女","2","43","1|2|3|4","190","Y","1","","1350","458","120","66","100","358","0","2","","0","0","0","0","0","","","","","0","0","消費：190點體力","天庭中地位較高的神都會有一宮庭，而就如人間宮庭內的婢女一樣的。"
"316","妖燈鬼","8","46","1|2|3|4","190","Y","1","","1080","460","96","60","150","350","0","1","","0","0","0","0","0","","","","","0","0","消費：190點體力","是一種藏於民家的魔怪，身形似燈所以人們較不易發覺；妖燈在趁機襲擊。"
"317","迷魂霧妖","9","45","1|2|3|4","193","Y","1","","80","460","10","68","120","41","0","9","","0","0","0","0","0","","","","","0","0","消費：193點體力","原是仙人的丹爐的法器，經五百年後有了自身的意識，不過卻不幸偏離了正道而遭打落凡間。"
"368","鬥戰聖佛","1","65","1|2|3|4","380","Y","1","","3000","630","160","66","170","122","0","9","","0","0","0","0","0","","","","","0","0","消費：380點體力","孫悟空護送唐三藏到西天取經回來後，回歸天庭，封為鬥戰聖佛。"
"377","死靈騎士","1","50","1|2|3|4","205","Y","1","","3000","530","160","62","120","","0","0","","0","0","0","0","0","","","","","0","0","消費：205點體力","遽聞是在某皇家內的一般的騎士團團長，身穿一身黑色的鎧甲擁有高超的騎術與鎗術。"
"390","鬼爵","3","34","1|2|3|4","64","Y","1","","220","160","79","40","80","153","0","9","","0","0","0","0","0","","","","","0","0","消費：64點體力","來自地獄邪惡的使者，外型與吸血鬼類似，但是在魔界中的地位與力量卻遠遠超過吸血鬼。"
"391","魚身人面妖","8","30","1|2|3|4","53","Y","1","","180","150","89","45","90","137","0","9","","0","0","0","0","0","","","","","0","0","消費：53點體力","傳說中一種奇特的生物，能於路地上行動也能悠遊於水中；喜愛集體行動。"
"392","閻惡靈","7","29","1|2|3|4","58","Y","1","","160","164","60","38","80","133","0","9","","0","0","0","0","0","","","","","0","0","消費：58點體力","由數個怨靈組成的強大怨念體，這也造成此念體的強大力量；除非是得道高僧否則很難渡化這些怨念的。"
"401","戰馬","10","0","1","0","","2","","0","0","0","0","0","","0","0","","0","0","0","0","0","","","","","0","0","","曾經受過嚴格馴練的馬，即使失去主人還是能分辨敵我加以攻擊。"
"2201","土匪","23","50","1|2|3|4","200","Y","1","","3000","530","160","62","120","189","0","9","","0","0","0","0","0","","","","","0","0","","集結出動行搶的強盜，盤據在固定的地方有一位或數位的領導者帶領。"
"2203","山鬼","7","35","1|2|3|4","70","Y","1","","9999","1","999","46","80","3","0","9","","0","0","0","0","0","","","","","0","0","消費：70點體力","一些旅行各地的人常因某些原因而葬身山中，在沒人發現的情況下就成了孤魂野鬼出不了此山。"
