"item_id","name","level","area","types","roles","consumption","consumes_mp","consumes_sp","consumes_throwable","consumes_item","use_place","attack_effect_id","attack_point","attribute_id","wide_range","continuous_turns","affixation_effect","relieve_effect","add_buff","resist_attribute","snatch_hp","snatch_mp","snatch_sp","escape","summon_id","summon_count","info_text","help_text"
"1601","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1602","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1603","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1604","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1605","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1606","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1607","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1608","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1609","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1610","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1611","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1612","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1613","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1614","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1615","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1616","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1617","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1618","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1619","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1620","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1621","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1622","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1623","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1624","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1625","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1626","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1627","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1628","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
"1629","騰蛇棄鱗","0","0","","","0","","","","","0","","0","0","","0","0","0","0","0","","","","","0","0","","能解除所有的狀況，使其回至正常；是最終的治療法術。"
