"item_id","name","level","slot_types","roles","is_unique","discard","add_atk","add_def","add_spd","add_dodge","add_hp","add_mp","add_sp","add_str","add_stamina","add_wis","add_friend","add_special","attack_effect_id","attack_point","attribute_id","wide_range","continuous_turns","affixation_effect","relieve_effect","add_buff","resist_attribute","info_text","help_text"
"514","魚腸","0","IT_09","1","","","85","0","4","0","0","0","0","0","0","0","0","8148","235","0","9","","0","0","0","0","0","",""
"515","巨闕","0","IT_09","1","","","230","5","-2","0","0","0","0","0","0","0","0","8084","171","0","9","","0","0","0","0","0","",""
"516","干將","0","IT_09","1","","","178","13","2","0","0","0","0","0","0","0","0","8149","236","0","9","","0","0","0","0","0","",""
"517","莫邪","0","IT_09","1","","","120","0","3","0","0","0","0","0","0","0","0","8150","237","0","9","","0","0","0","0","0","",""
"518","龍泉","0","IT_09","1","","","250","0","0","0","0","0","0","0","0","0","0","8151","238","30","6","","0","0","0","0","0","",""
"519","泰阿","0","IT_09","1","","","240","4","-3","0","0","0","0","0","0","0","0","8152","239","30","4","","0","0","0","0","0","",""
"520","工布","0","IT_09","1","","","233","0","6","0","0","0","0","0","0","0","0","8153","240","30","2","","0","0","0","0","0","",""
"521","短木弓","28","IT_09","2","","","18","2","0","0","0","0","0","0","0","0","0","8064","7","0","9","","0","0","0","0","0","",""
"522","十字弓","31","IT_09","2","","","24","1","0","0","0","0","0","0","0","0","0","8065","172","0","9","","0","0","0","0","0","",""
"523","獵弓","33","IT_09","2","","","30","0","1","0","0","0","0","0","0","0","0","8096","173","0","9","","0","0","0","0","0","",""
"524","雷神弓","34","IT_09","2","","","33","0","1","0","0","0","0","0","0","0","0","8132","65","10","8","","0","0","0","0","0","",""
"525","火炎神弩","44","IT_09","2","","","60","1","0","0","0","0","0","0","0","0","0","8133","241","25","1","","0","0","0","0","0","",""
"526","華蓮七彩弓","39","IT_09","2","","","40","5","0","0","0","0","0","0","0","0","0","8134","242","0","9","","0","0","0","0","0","",""
"527","大食誡弓","37","IT_09","2","","","35","1","1","0","0","0","0","0","0","0","0","8135","115","5","7","","0","0","0","0","0","",""
"528","烏紋弓","35","IT_09","2","","","33","2","-1","0","0","0","0","0","0","0","0","8136","243","0","9","","0","0","0","0","0","",""
"529","鐵胎弓","49","IT_09","2","","","72","0","-2","0","0","0","0","0","0","0","0","8066","174","0","9","","0","0","0","0","0","",""
"530","天燎","65","IT_09","2","","","180","-10","5","0","0","0","0","0","0","0","0","8063","175","0","9","","0","0","0","0","0","",""
"531","地湧","61","IT_09","2","","","150","20","-2","0","0","0","0","0","0","0","0","8067","176","0","9","","0","0","0","0","0","",""
"532","閻魔弓","40","IT_09","2","","","45","-2","0","0","0","0","0","0","0","0","0","8068","158","15","7","","0","0","0","0","0","",""
"533","絕情貓袖箭","0","IT_09","2","","","70","-5","3","0","0","0","0","0","0","0","0","8069","177","0","9","","0","0","0","0","0","",""
"534","神臂弓","57","IT_09","2","","","90","-2","2","0","0","0","0","0","0","0","0","8070","178","0","9","","0","0","0","0","0","",""
"535","意弦弓","0","IT_09","2","","","128","1","-2","0","0","0","0","0","0","0","0","8071","179","0","9","","0","0","0","0","0","",""
"536","萬鈞神弩","0","IT_09","2","","","200","8","-4","0","0","0","0","0","0","0","0","8137","244","0","9","","0","0","0","0","0","",""
"537","彎刀","30","IT_09","3","","","20","0","0","0","0","0","0","0","0","0","0","8100","155","0","9","","0","0","0","0","0","",""
"538","弧月刀","38","IT_09","3","","","38","2","0","0","0","0","0","0","0","0","0","8117","218","0","9","","0","0","0","0","0","",""
"539","刃風刀","41","IT_09","3","","","48","-2","3","0","0","0","0","0","0","0","0","8118","219","0","9","","0","0","0","0","0","",""
"540","鬼眼法刀","66","IT_09","3","","","78","3","0","0","0","0","0","0","0","0","0","8119","220","0","9","","0","0","0","0","0","",""
"541","麟火吞月刀","68","IT_09","3","","","170","5","-2","0","0","0","0","0","0","0","0","8120","221","30","1","","0","0","0","0","0","",""
"542","無瑕雙刀","62","IT_09","3","","","138","1","3","0","0","0","0","0","0","0","0","8121","222","0","9","","0","0","0","0","0","",""
"543","太皇刀─綠痕","0","IT_09","3","","","93","0","0","0","0","30","0","0","0","0","0","8122","223","20","3","","0","0","0","0","0","",""
"544","太皇刀─藍牙","0","IT_09","3","","","65","0","3","0","0","0","0","0","0","0","0","8123","224","20","2","","0","0","0","0","0","",""
"545","太皇刀─閻天","0","IT_09","3","","","85","3","-2","0","0","0","0","0","0","0","0","8124","225","20","7","","0","0","0","0","0","",""
"546","太皇刀─紅葉","0","IT_09","3","","","108","-3","2","0","0","0","0","0","0","0","0","8125","226","20","1","","0","0","0","0","0","",""
"547","軒轅菜刀","58","IT_09","3","","","102","0","0","0","0","0","0","0","0","0","0","8126","227","0","9","","0","0","0","0","0","",""
"548","蝴蝶刀","46","IT_09","3","","","62","1","2","0","0","0","0","0","0","0","0","8127","228","0","9","","0","0","0","0","0","",""
"549","柳葉刀","43","IT_09","3","","","53","2","0","0","0","0","0","0","0","0","0","8128","229","0","9","","0","0","0","0","0","",""
"550","鴛鴦刀","52","IT_09","3","","","82","0","-4","0","0","0","0","0","0","0","0","8129","230","0","9","","0","0","0","0","0","",""
"551","冰珀刀","69","IT_09","","","","0","0","0","0","0","0","0","0","0","0","0","8130","231","0","9","","0","0","0","0","0","",""
"553","四極皇霸刀","0","IT_09","3","","","215","10","-4","0","0","0","0","0","0","0","0","8131","232","0","9","","0","0","0","0","0","",""
"554","齊眉棍","48","IT_09","4","","","70","0","-2","0","0","0","0","0","0","0","0","8155","209","0","9","","0","0","0","0","0","",""
"555","八卦棍","53","IT_09","4","","","84","2","-3","0","0","0","0","0","0","0","0","8164","210","0","9","","0","0","0","0","0","",""
"556","如意金箍棒","70","IT_09","4","","","200","2","-4","0","0","0","0","0","0","0","0","8165","211","0","6","","0","0","0","0","0","",""
"557","蒺藜槍","54","IT_09","4","","","98","1","0","0","0","0","0","0","0","0","0","8166","212","0","9","","0","0","0","0","0","",""
"558","鉤鐮槍","59","IT_09","4","","","120","3","0","0","0","0","0","0","0","0","0","8167","213","0","9","","0","0","0","0","0","",""
"559","方天戟","63","IT_09","4","","","183","15","0","0","0","0","0","0","0","0","0","8168","214","0","9","","0","0","0","0","0","",""
"560","太寧筆槍","67","IT_09","4","","","162","0","-4","0","0","0","0","0","0","0","0","8169","215","0","9","","0","0","0","0","0","",""
"561","蛇矛","0","IT_09","","","","0","0","0","0","0","0","0","0","0","0","0","8170","216","0","9","","0","0","0","0","0","",""
"562","憾天神槍","0","IT_09","4","","","248","3","0","0","0","0","0","0","0","0","0","8171","217","0","9","","0","0","0","0","0","",""
"563","皇家騎士槍","50","IT_09","","","","200","0","0","0","0","0","0","0","0","0","0","8155","209","0","9","","0","0","0","0","0","",""
"577","紅花木劍","0","IT_09","","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"578","中國劍","20","IT_09","1","","","40","-1","3","0","0","0","0","0","0","0","0","8061","163","0","9","","0","0","0","0","0","",""
"579","月牙劍","0","IT_09","1","","","50","1","2","0","0","0","0","0","0","0","0","8080","167","0","9","","0","0","0","0","0","",""
"580","軒轅劍","0","IT_06|IT_09","1","","","590","0","0","0","2","2","2","0","0","0","0","8151","238","30","6","","0","0","0","0","0","",""
"753","手錶","0","IT_08|IT_11","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"793","封印之劍","20","IT_06|IT_09","1","","","20","0","0","0","1","1","1","0","0","0","0","8061","128","0","9","","0","0","0","0","0","",""
"851","胸甲","12","IT_10|IT_31","1|4","","","0","6","1","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"852","鎖子甲","18","IT_10|IT_31","1|4","","","0","15","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"853","聖皇之鎧","0","IT_10|IT_31","1","","","0","20","2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"854","鎖鎧","24","IT_10|IT_31","1|4","","","0","18","-2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"855","甲冑","15","IT_10|IT_31","1|2|3|4","","","0","10","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"856","片葉鎧","21","IT_10|IT_31","1|4","","","5","16","2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"857","癒傷之鎧","30","IT_10|IT_31","1|4","","","0","42","0","0","5","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"858","紫堂殼","54","IT_10|IT_31","1|4","","","3","88","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"859","啻浪奇甲","48","IT_10|IT_31","1","","","0","80","0","0","0","2","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"860","思潮之袍","27","IT_10|IT_31","1|4","","","2","35","0","1","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"861","天珠武鎧","0","IT_10|IT_31","4","","","2","85","-2","0","2","2","2","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"862","龍鬚衣","51","IT_10|IT_31","4","","","0","110","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"863","銀絲戰袍","36","IT_10|IT_31","1|2|3|4","","","3","68","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"864","烏蠶衣","33","IT_10|IT_31","1|2|3|4","","","0","55","2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"865","天兵戰袍","0","IT_10|IT_31","1|4","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"866","精鐵蠻甲","42","IT_10|IT_31","1|4","","","0","90","-6","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"867","蒼蟒錦衣","39","IT_10|IT_31","1|4","","","-2","100","3","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"868","泥蚣袍","45","IT_10|IT_31","1|4","","","2","72","-3","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"869","冥妖戰甲","0","IT_10|IT_31","1","","","0","130","2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"870","星狼雲鎧","0","IT_10|IT_31","1","","","5","128","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"871","九龍雲生冑","0","IT_10|IT_31","4","","","8","140","-3","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"872","皮手套","17","IT_10|IT_30","1|2|3|4","","","0","2","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"873","鐵鎖手套","19","IT_10|IT_30","1|4","","","0","4","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"874","鐵手套","21","IT_10|IT_30","1|4","","","0","5","-2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"875","鋼手套","25","IT_10|IT_30","1|4","","","0","6","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"876","聖皇手套","0","IT_10|IT_30","1","","","0","8","2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"877","波塞頓手套","45","IT_10|IT_30","1","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"878","掃羅手套","35","IT_10|IT_30","1|4","","","0","12","0","0","10","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"879","地痞手套","0","IT_10|IT_30","1|4","","","10","28","8","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"880","冰晶腕","49","IT_10|IT_30","1|2|3|4","","","6","38","-3","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"881","青電臂","0","IT_10|IT_30","1|2|3|4","","","-2","33","6","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"882","仙風膀","0","IT_10|IT_30","4","","","0","46","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"883","烏蠶手套","39","IT_10|IT_30","1|2|3|4","","","0","16","1","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"884","靈蛇手套","41","IT_10|IT_30","1|2|3|4","","","-3","40","2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"885","龍鱗手套","43","IT_10|IT_30","1|4","","","0","20","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"886","縛閻指套","47","IT_10|IT_30","4","","","0","58","-4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"887","藍堂光套","0","IT_10|IT_30","1","","","0","53","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"888","狂獅戰腕","43","IT_10|IT_30","4","","","2","35","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"889","子雷手套","50","IT_10|IT_30","1|2|3|4","","","10","48","0","0","0","-100","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"890","皮帽","13","IT_10|IT_29","1|2|3|4","","","0","3","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"891","武盔","15","IT_10|IT_29","1","","","0","5","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"892","輕鋼盔","19","IT_10|IT_29","1","","","0","7","2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"893","羽盔","23","IT_10|IT_29","1|2|3","","","0","9","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"894","鷹矢盔","25","IT_10|IT_29","1|4","","","0","17","-2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"895","海神盔","29","IT_10|IT_29","1","","","3","27","1","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"896","聖皇盔","0","IT_10|IT_29","1","","","2","8","1","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"897","象綿盔","35","IT_10|IT_29","1","","","1","40","-1","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"898","龍族盔","43","IT_10|IT_29","1","","","0","75","-2","0","0","100","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"899","金剛斗笠","29","IT_10|IT_29","4","","","0","23","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"900","龍鱗盔","37","IT_10|IT_29","1|4","","","0","50","0","0","2","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"901","天神頭巾","0","IT_10|IT_29","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"902","紫金冠","39","IT_10|IT_29","4","","","5","35","2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"903","北斗箍環","0","IT_10|IT_29","1|4","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"904","金霞盔","0","IT_10|IT_29","1|4","","","2","66","2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"905","聖獸玲瓏冠","0","IT_10|IT_29","4","","","2","70","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"906","皮靴","10","IT_10|IT_32","1|2|3|4","","","0","2","3","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"907","鋼靴","13","IT_10|IT_32","1|2|3|4","","","0","4","4","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"908","聖皇靴","0","IT_10|IT_32","1","","","0","7","6","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"909","雅典之靴","60","IT_10|IT_32","2","","","15","18","10","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"910","歌神之靴","0","IT_10|IT_32","1|4","","","5","10","3","0","2","2","2","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"911","武裝鞋","34","IT_10|IT_32","1|4","","","2","12","6","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"912","神駝靴","0","IT_10|IT_32","1|4","","","0","20","10","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"913","虎爪鞋","28","IT_10|IT_32","1|4","","","3","10","5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"914","菟縱鞋","19","IT_10|IT_32","1|2|3|4","","","0","6","10","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"915","帶火風輪","55","IT_10|IT_32","4","","","-3","28","18","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"916","踏風草鞋","46","IT_10|IT_32","1|2|3|4","","","0","2","16","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"917","混天泥鞋","0","IT_10|IT_32","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"918","七星法靴","37","IT_10|IT_32","1|4","","","0","15","8","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"919","鈦銧奇鞋","0","IT_10|IT_32","1","","","3","20","16","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"920","五行鞋","55","IT_10|IT_32","1|4","","","0","5","7","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"921","霞雲彩綾","0","IT_10|IT_32","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"928","神醫銀針","0","IT_07|IT_08|IT_10","","","Y","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"929","地炎玉","32","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","51","","0","0","","0","0","0","0","0","",""
"930","靈虛扇","40","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","57","","0","0","","0","0","0","0","0","",""
"931","薩登荊環","41","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","52","","0","0","","0","0","0","0","0","",""
"932","武聖手鐲","42","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","21","","0","0","","0","0","0","0","0","",""
"933","硃砂神筆","28","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","30","","0","0","","0","0","0","0","0","",""
"934","吸血鬼指環","43","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","56","","0","0","","0","0","0","0","0","",""
"935","朱雀火羽","36","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","51","","0","0","","0","0","0","0","0","",""
"936","水靈珠","31","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","51","","0","0","","0","0","0","0","0","",""
"937","神偷面具","29","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","23","","0","0","","0","0","0","0","0","",""
"938","鼠槌","58","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","31","","0","0","","0","0","0","0","0","",""
"939","星君眼","52","IT_07|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","52","","0","0","","0","0","0","0","0","",""
"940","姜公膽","53","IT_07|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","21","","0","0","","0","0","0","0","0","",""
"941","夜叉肩帶","44","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","35","","0","0","","0","0","0","0","0","",""
"942","武神魂玉","54","IT_07|IT_10","2","","Y","0","0","0","0","0","0","0","0","0","0","0","24","","0","0","","0","0","0","0","0","",""
"943","乾坤袋","30","IT_07|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","23","","0","0","","0","0","0","0","0","",""
"944","青龍水珠","35","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","51","","0","0","","0","0","0","0","0","",""
"945","白虎風牙","33","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","51","","0","0","","0","0","0","0","0","",""
"946","玄武土器","34","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","51","","0","0","","0","0","0","0","0","",""
"947","雷公鎚","37","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","51","","0","0","","0","0","0","0","0","",""
"948","神光寶塔","38","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","51","","0","0","","0","0","0","0","0","",""
"949","暗黑魔樽","39","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","51","","0","0","","0","0","0","0","0","",""
"950","暗殺寶錄","45","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","27","","0","0","","0","0","0","0","0","",""
"951","硃砂辟魔玉","50","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","28","","0","0","","0","0","0","0","0","",""
"952","金鐘罩秘笈","46","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","32","","0","0","","0","0","0","0","0","",""
"953","庖丁菜刀","51","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","33","","0","0","","0","0","0","0","0","",""
"954","吸魔壺","49","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","55","","0","0","","0","0","0","0","0","",""
"955","返刃玉","48","IT_07|IT_08|IT_10","1|2|3|4","","Y","0","0","0","0","0","0","0","0","0","0","0","53","","0","0","","0","0","0","0","0","",""
"956","陰陽鏡","0","IT_07|IT_08|IT_10","1|2|3|4","","Y","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"957","御夫錄","47","IT_07|IT_08|IT_10","1|2|3|4","","","0","0","0","0","0","0","0","0","0","0","0","27","","0","0","","0","0","0","0","0","",""
"971","銅戒指","12","IT_10|IT_11","1|2|3|4","","","0","1","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"972","鐵戒指","14","IT_10|IT_11","1|2|3|4","","","1","1","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"973","銀戒指","16","IT_10|IT_11","1|2|3|4","","","1","2","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"974","金戒指","22","IT_10|IT_11","1|2|3|4","","","1","3","-1","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"975","玉戒指","28","IT_10|IT_11","1|2|3|4","","","0","2","0","0","0","0","0","0","0","5","0","0","","0","0","","0","0","0","0","0","",""
"976","珍珠戒指","34","IT_10|IT_11","2|3","","","0","3","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"977","象牙戒指","38","IT_10|IT_11","1|2|3|4","","","1","2","3","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"978","瑪瑙戒指","44","IT_10|IT_11","1|2|3|4","","","3","0","1","0","0","20","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"979","辟邪戒指","52","IT_10|IT_11","1|2|3|4","","","1","3","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"980","五鬼戒指","50","IT_10|IT_11","1|2|3|4","","","2","3","2","1","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"981","龍睛法戒","0","IT_10|IT_11","1|4","","","8","3","2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"982","詛咒魔戒","0","IT_10|IT_11","1|2|3|4","","","3","10","-5","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"983","銀笛","26","IT_10|IT_11","1|2|3|4","","","0","2","3","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"984","角笛","20","IT_10|IT_11","1|2|3|4","","","-2","3","1","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"985","葦笛","30","IT_08|IT_10|IT_11","1|2|3|4","","","4","-3","1","0","0","0","0","0","0","0","0","0","300","0","11","Y","0","0","0","0","0","",""
"986","惡魔風笛","40","IT_10|IT_11","1|2|3|4","","","5","1","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"987","銀項鍊","18","IT_10|IT_11","1|2|3|4","","","0","2","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"988","金項鍊","24","IT_10|IT_11","1|2|3|4","","","0","3","-1","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"989","珍珠項鍊","36","IT_10|IT_11","2|3","","","1","3","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"990","琥珀項鍊","46","IT_10|IT_11","1|2|3|4","","","4","-2","1","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
"991","龍紋珮","58","IT_10|IT_11","1|2|3|4","","","2","4","-2","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","",""
